,WELL,SAMPLE,CONCENTRATION,TARGET,POSITIVES,NEGATIVES,CH1+CH2+,CH1+CH2-,CH1-CH2+,CH1-CH2-,ACCEPTEDDROPLETS,ESTIMATED_PERCENTAGE,SAME_EST_WITHIN_SAMPLE
1,E01,NC,0.11,1,2,21255,0,2,0,21255,21257,NA,NA
2,F01,NC,0,1,0,20328,0,0,0,20328,20328,NA,NA
3,E01,NC,0,2,0,21257,0,2,0,21255,21257,NA,NA
4,F01,NC,0,2,0,20328,0,0,0,20328,20328,NA,NA
5,G01,NTC,0.06,1,1,18100,0,1,0,18100,18101,NA,NA
6,H01,NTC,0,1,0,20068,0,0,0,20068,20068,NA,NA
7,G01,NTC,0,2,0,18101,0,1,0,18100,18101,NA,NA
8,H01,NTC,0,2,0,20068,0,0,0,20068,20068,NA,NA
9,A01,PC_1,436,1,6282,14011,5901,381,2452,11559,20293,60.06,TRUE
10,A01,PC_1,624,2,8353,11940,5901,381,2452,11559,20293,60.06,TRUE
11,B01,PC_2,233,1,3737,17079,3464,273,1505,15574,20816,62.21,TRUE
12,B01,PC_2,321,2,4969,15847,3464,273,1505,15574,20816,62.21,TRUE
13,C01,PC_3,114,1,1815,17808,1653,162,909,16899,19623,58.55,TRUE
14,C01,PC_3,165,2,2562,17061,1653,162,909,16899,19623,58.55,TRUE
15,D01,PC_4,57.1,1,982,19751,906,76,469,19282,20733,61.45,TRUE
16,D01,PC_4,80.7,2,1375,19358,906,76,469,19282,20733,61.45,TRUE
17,A02,S01_1,602,1,8002,11979,7459,543,404,11575,19981,85.32,TRUE
18,A02,S01_1,588,2,7863,12118,7459,543,404,11575,19981,85.32,TRUE
19,B02,S01_2,317,1,4902,15837,4519,383,230,15607,20739,86.33,TRUE
20,B02,S01_2,306,2,4749,15990,4519,383,230,15607,20739,86.33,TRUE
21,C02,S01_3,161,1,2447,16678,2236,211,117,16561,19125,86.31,TRUE
22,C02,S01_3,154,2,2353,16772,2236,211,117,16561,19125,86.31,TRUE
23,D02,S01_4,81.4,1,1398,19515,1255,143,68,19447,20913,85.11,TRUE
24,D02,S01_4,76.9,2,1323,19590,1255,143,68,19447,20913,85.11,TRUE
25,E02,S02_1,434,1,5665,12689,5298,367,2263,10426,18354,59.15,TRUE
26,E02,S02_1,625,2,7561,10793,5298,367,2263,10426,18354,59.15,TRUE
27,F02,S02_2,235,1,3687,16702,3414,273,1589,15113,20389,60.63,TRUE
28,F02,S02_2,331,2,5003,15386,3414,273,1589,15113,20389,60.63,TRUE
29,G02,S02_3,120,1,1868,17416,1719,149,853,16563,19284,61.1,TRUE
30,G02,S02_3,168,2,2572,16712,1719,149,853,16563,19284,61.1,TRUE
31,H02,S02_4,62.9,1,1116,20331,1007,109,481,19850,21447,61.97,TRUE
32,H02,S02_4,84.6,2,1488,19959,1007,109,481,19850,21447,61.97,TRUE
33,A03,S03_1,299,1,5343,18483,5039,304,5094,13389,23826,40.16,TRUE
34,A03,S03_1,652,2,10133,13693,5039,304,5094,13389,23826,40.16,TRUE
35,B03,S03_2,160,1,2531,17340,2335,196,2966,14374,19871,37.89,TRUE
36,B03,S03_2,365,2,5301,14570,2335,196,2966,14374,19871,37.89,TRUE
37,C03,S03_3,83.8,1,1447,19600,1338,109,1779,17821,21047,39.14,TRUE
38,C03,S03_3,189,2,3117,17930,1338,109,1779,17821,21047,39.14,TRUE
39,D03,S03_4,44.5,1,784,20352,715,69,1039,19313,21136,37.94,TRUE
40,D03,S03_4,101.9,2,1754,19382,715,69,1039,19313,21136,37.94,TRUE
41,E03,S04_1,165,1,2954,19569,2806,148,8021,11548,22523,19.14,TRUE
42,E03,S04_1,771,2,10827,11696,2806,148,8021,11548,22523,19.14,TRUE
43,F03,S04_2,86.3,1,1397,18359,1313,84,4399,13960,19756,19.39,TRUE
44,F03,S04_2,401,2,5712,14044,1313,84,4399,13960,19756,19.39,TRUE
45,G03,S04_3,44.9,1,765,19654,712,53,2501,17153,20419,20.12,TRUE
46,G03,S04_3,201,2,3213,17206,712,53,2501,17153,20419,20.12,TRUE
47,H03,S04_4,24.5,1,440,20900,416,24,1523,19377,21340,20.3,TRUE
48,H03,S04_4,112.1,2,1939,19401,416,24,1523,19377,21340,20.3,TRUE
49,A04,S05_1,79.1,1,1467,21091,1397,70,9323,11768,22558,9.42,TRUE
50,A04,S05_1,759,2,10720,11838,1397,70,9323,11768,22558,9.42,TRUE
51,B04,S05_2,44.7,1,768,19825,719,49,5256,14569,20593,10.01,TRUE
52,B04,S05_2,403,2,5975,14618,719,49,5256,14569,20593,10.01,TRUE
53,C04,S05_3,19.1,1,360,21946,329,31,3133,18813,22306,8.57,TRUE
54,C04,S05_3,198,2,3462,18844,329,31,3133,18813,22306,8.57,TRUE
55,D04,S05_4,11.3,1,207,21378,188,19,1826,19552,21585,8.75,TRUE
56,D04,S05_4,115,2,2014,19571,188,19,1826,19552,21585,8.75,TRUE
57,E04,S06_1,43.1,1,762,20424,729,33,9579,10845,21186,5.01,TRUE
58,E04,S06_1,784,2,10308,10878,729,33,9579,10845,21186,5.01,TRUE
59,F04,S06_2,23.8,1,399,19546,366,33,5690,13856,19945,4.89,TRUE
60,F04,S06_2,426,2,6056,13889,366,33,5690,13856,19945,4.89,TRUE
61,G04,S06_3,12.1,1,199,19305,181,18,3074,16231,19504,4.96,TRUE
62,G04,S06_3,215,2,3255,16249,181,18,3074,16231,19504,4.96,TRUE
63,H04,S06_4,6.3,1,116,21630,105,11,1843,19787,21746,5.04,TRUE
64,H04,S06_4,110.4,2,1948,19798,105,11,1843,19787,21746,5.04,TRUE
65,A05,S07_1,0,1,0,22629,0,0,11071,11558,22629,NA,NA
66,A05,S07_1,790,2,11071,11558,0,0,11071,11558,22629,NA,NA
67,B05,S07_2,0,1,0,21382,0,0,6540,14842,21382,NA,NA
68,B05,S07_2,430,2,6540,14842,0,0,6540,14842,21382,NA,NA
69,C05,S07_3,0.12,1,2,20415,0,2,3391,17024,20417,-0.02,TRUE
70,C05,S07_3,214,2,3391,17026,0,2,3391,17024,20417,-0.02,TRUE
71,D05,S07_4,0,1,0,20700,0,0,1749,18951,20700,NA,NA
72,D05,S07_4,103.9,2,1749,18951,0,0,1749,18951,20700,NA,NA
73,E05,S08_1,83.7,1,1457,19751,1386,71,8832,10919,21208,9.74,TRUE
74,E05,S08_1,773,2,10218,10990,1386,71,8832,10919,21208,9.74,TRUE
75,F05,S08_2,43.3,1,679,18094,635,44,5000,13094,18773,9.29,TRUE
76,F05,S08_2,420,2,5635,13138,635,44,5000,13094,18773,9.29,TRUE
77,G05,S08_3,20.8,1,356,19979,327,29,2881,17098,20335,9.2,TRUE
78,G05,S08_3,202,2,3208,17127,327,29,2881,17098,20335,9.2,TRUE
79,H05,S08_4,11.8,1,219,21679,195,24,1677,20002,21898,9.77,TRUE
80,H05,S08_4,105.1,2,1872,20026,195,24,1677,20002,21898,9.77,TRUE
81,A06,S09_1,77.3,1,1365,20094,1297,68,8613,11481,21459,9.56,TRUE
82,A06,S09_1,729,2,9910,11549,1297,68,8613,11481,21459,9.56,TRUE
83,B06,S09_2,43.2,1,735,19665,677,58,5069,14596,20400,9.77,TRUE
84,B06,S09_2,389,2,5746,14654,677,58,5069,14596,20400,9.77,TRUE
85,C06,S09_3,19.5,1,366,21864,336,30,2969,18895,22230,9.23,TRUE
86,C06,S09_3,189,2,3305,18925,336,30,2969,18895,22230,9.23,TRUE
87,D06,S09_4,11.4,1,222,22823,204,18,1689,21134,23045,10.16,TRUE
88,D06,S09_4,100.8,2,1893,21152,204,18,1689,21134,23045,10.16,TRUE
89,E06,S10_1,88.9,1,1413,18010,1344,69,8021,9989,19423,10.32,TRUE
90,E06,S10_1,774,2,9365,10058,1344,69,8021,9989,19423,10.32,TRUE
91,F06,S10_2,39.7,1,707,20579,660,47,5485,15094,21286,8.92,TRUE
92,F06,S10_2,401,2,6145,15141,660,47,5485,15094,21286,8.92,TRUE
93,G06,S10_3,21.1,1,385,21234,357,28,3095,18139,21619,9.36,TRUE
94,G06,S10_3,205,2,3452,18167,357,28,3095,18139,21619,9.36,TRUE
95,H06,S10_4,11.7,1,211,21191,193,18,1612,19579,21402,10.08,TRUE
96,H06,S10_4,103.7,2,1805,19597,193,18,1612,19579,21402,10.08,TRUE
97,A07,S11_1,75.8,1,1382,20770,1325,57,8761,12009,22152,9.75,TRUE
98,A07,S11_1,715,2,10086,12066,1325,57,8761,12009,22152,9.75,TRUE
99,B07,S11_2,43.8,1,763,20120,721,42,5309,14811,20883,10.01,TRUE
100,B07,S11_2,401,2,6030,14853,721,42,5309,14811,20883,10.01,TRUE
101,C07,S11_3,22.4,1,409,21271,381,28,3028,18243,21680,10.14,TRUE
102,C07,S11_3,201,2,3409,18271,381,28,3028,18243,21680,10.14,TRUE
103,D07,S11_4,11.6,1,213,21453,196,17,1595,19858,21666,10.32,TRUE
104,D07,S11_4,101.5,2,1791,19875,196,17,1595,19858,21666,10.32,TRUE
105,E07,S12_1,81.8,1,1467,20373,1398,69,9176,11197,21840,9.49,TRUE
106,E07,S12_1,779,2,10574,11266,1398,69,9176,11197,21840,9.49,TRUE
107,F07,S12_2,44.2,1,777,20299,728,49,5481,14818,21076,9.72,TRUE
108,F07,S12_2,411,2,6209,14867,728,49,5481,14818,21076,9.72,TRUE
109,G07,S12_3,23.5,1,408,20194,372,36,3058,17136,20602,9.72,TRUE
110,G07,S12_3,214,2,3430,17172,372,36,3058,17136,20602,9.72,TRUE
111,H07,S12_4,11.7,1,197,19677,174,23,1513,18164,19874,9.66,TRUE
112,H07,S12_4,104.4,2,1687,18187,174,23,1513,18164,19874,9.66,TRUE
