,WELL,SAMPLE,CONCENTRATION,TARGET,POSITIVES,NEGATIVES,CH1+CH2+,CH1+CH2-,CH1-CH2+,CH1-CH2-,ACCEPTEDDROPLETS,ESTIMATED_PERCENTAGE,SAME_EST_WITHIN_SAMPLE
39,D03,S03_4,28.8,1,483,19518,421,62,620,18898,20001,37.29,TRUE
40,D03,S03_4,62.9,2,1041,18960,421,62,620,18898,20001,37.29,TRUE
41,E03,S04_1,100.8,1,1775,19843,1649,126,5749,14094,21618,17.95,TRUE
42,E03,S04_1,493,2,7398,14220,1649,126,5749,14094,21618,17.95,TRUE
43,F03,S04_2,55.8,1,961,19774,892,69,3379,16395,20735,18.41,TRUE
44,F03,S04_2,271,2,4271,16464,892,69,3379,16395,20735,18.41,TRUE
45,G03,S04_3,27.9,1,463,19320,411,52,1704,17616,19783,17.87,TRUE
46,G03,S04_3,133,2,2115,17668,411,52,1704,17616,19783,17.87,TRUE
47,H03,S04_4,14.9,1,268,20962,243,25,1004,19958,21230,18.5,TRUE
48,H03,S04_4,71.2,2,1247,19983,243,25,1004,19958,21230,18.5,TRUE
49,A04,S05_1,56.4,1,1002,20389,942,60,6655,13734,21391,9.84,TRUE
50,A04,S05_1,516,2,7597,13794,942,60,6655,13734,21391,9.84,TRUE
51,B04,S05_2,28.9,1,513,20604,481,32,3850,16754,21117,9.8,TRUE
52,B04,S05_2,270,2,4331,16786,481,32,3850,16754,21117,9.8,TRUE
53,C04,S05_3,14.8,1,273,21625,242,31,2092,19533,21898,9.57,TRUE
54,C04,S05_3,133,2,2334,19564,242,31,2092,19533,21898,9.57,TRUE
55,D04,S05_4,6.4,1,114,20744,102,12,1056,19688,20858,8.43,TRUE
56,D04,S05_4,67.2,2,1158,19700,102,12,1056,19688,20858,8.43,TRUE
57,E04,S06_1,30,1,493,19115,463,30,6790,12325,19608,4.96,TRUE
58,E04,S06_1,543,2,7253,12355,463,30,6790,12325,19608,4.96,TRUE
59,F04,S06_2,15.7,1,284,21128,263,21,4371,16757,21412,4.93,TRUE
60,F04,S06_2,287,2,4634,16778,263,21,4371,16757,21412,4.93,TRUE
61,G04,S06_3,8.4,1,135,18874,125,10,2070,16804,19009,5.27,TRUE
62,G04,S06_3,144,2,2195,16814,125,10,2070,16804,19009,5.27,TRUE
63,H04,S06_4,4.2,1,76,21241,73,3,1261,19980,21317,5.24,TRUE
64,H04,S06_4,76,2,1334,19983,73,3,1261,19980,21317,5.24,TRUE
65,A05,S07_1,0,1,0,21037,0,0,7762,13275,21037,NA,NA
66,A05,S07_1,542,2,7762,13275,0,0,7762,13275,21037,NA,NA
67,B05,S07_2,0.05,1,1,21650,0,1,4638,17012,21651,-0.01,TRUE
68,B05,S07_2,284,2,4638,17013,0,1,4638,17012,21651,-0.01,TRUE
69,C05,S07_3,0,1,0,20499,0,0,2234,18265,20499,NA,NA
70,C05,S07_3,136,2,2234,18265,0,0,2234,18265,20499,NA,NA
71,D05,S07_4,0,1,0,20446,0,0,1221,19225,20446,NA,NA
72,D05,S07_4,72.4,2,1221,19225,0,0,1221,19225,20446,NA,NA
