Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B07,Absolute Quantification,ABS,PC_2,Ch1Positive Control,1,Multi,230,ddPCR Supermix for Probes (no dUTP),4600,,,237,223,3788,17533,3499,289,178,17355,211,21321,,,,,,,,,,,,,,,,,,1,1,0,10167,3647.9,4806.2,,,,,233.9,226.4,,,,,,,,,,,,
B07,Absolute Quantification,ABS,PC_2,Ch2Positive Control,2,Multi,223,ddPCR Supermix for Probes (no dUTP),4460,,,230,216,3677,17644,3499,289,178,17355,211,21321,,,,,,,,,,,,,,,,,,1,1,0,7891,1142.4,2306.2,,,,,226.4,219,,,,,,,,,,,,
C07,Absolute Quantification,ABS,PC_3,Ch1Positive Control,1,Multi,122,ddPCR Supermix for Probes (no dUTP),2440,,,127,117,2002,18329,1815,187,74,18255,110,20331,,,,,,,,,,,,,,,,,,1,1,0,10238,3707.4,4350.4,,,,,124.7,119.2,,,,,,,,,,,,
C07,Absolute Quantification,ABS,PC_3,Ch2Positive Control,2,Multi,115,ddPCR Supermix for Probes (no dUTP),2300,,,120,110,1889,18442,1815,187,74,18255,110,20331,,,,,,,,,,,,,,,,,,1,1,0,7965,1157.8,1790.3,,,,,117.4,112.1,,,,,,,,,,,,
D07,Absolute Quantification,ABS,PC_4,Ch1Positive Control,1,Multi,56.2,ddPCR Supermix for Probes (no dUTP),1124,,,59.7,52.7,991,20253,895,96,56,20197,50.6,21244,,,,,,,,,,,,,,,,,,1,1,0,10324,3749,4055.7,,,,,58,54.4,,,,,,,,,,,,
D07,Absolute Quantification,ABS,PC_4,Ch2Positive Control,2,Multi,53.9,ddPCR Supermix for Probes (no dUTP),1078,,,57.3,50.5,951,20293,895,96,56,20197,50.6,21244,,,,,,,,,,,,,,,,,,1,1,0,8049.1,1183.6,1490.9,,,,,55.6,52.1,,,,,,,,,,,,
A08,Absolute Quantification,ABS,S01_1,Ch1Unknown,1,Multi,295,ddPCR Supermix for Probes (no dUTP),5900,,,303,286,4750,16692,4414,336,224,16468,271,21442,,,,,,,,1.027,,,1.069,0.986,50.7,,,51.7,49.7,1,1,0,9692,3491.9,4865.4,,,,,298.9,290.3,,,,,,,1.049,1.006,,,51.2,50.2
A08,Absolute Quantification,ABS,S01_1,Ch2Unknown,2,Multi,287,ddPCR Supermix for Probes (no dUTP),5740,,,295,279,4638,16804,4414,336,224,16468,271,21442,,,,,,,,1.027,,,1.069,0.986,50.7,,,51.7,49.7,1,1,0,7445,1103.5,2475.2,,,,,291,282.5,,,,,,,1.049,1.006,,,51.2,50.2
B08,Absolute Quantification,ABS,S01_2,Ch1Unknown,1,Multi,147,ddPCR Supermix for Probes (no dUTP),2940,,,153,141,2402,18079,2192,210,130,17949,133,20481,,,,,,,,1.04,,,1.1,0.98,50.9,,,52.3,49.5,1,1,0,9699.9,3516.2,4241.4,,,,,149.8,143.8,,,,,,,1.067,1.007,,,51.6,50.2
B08,Absolute Quantification,ABS,S01_2,Ch2Unknown,2,Multi,142,ddPCR Supermix for Probes (no dUTP),2840,,,147,136,2322,18159,2192,210,130,17949,133,20481,,,,,,,,1.04,,,1.1,0.98,50.9,,,52.3,49.5,1,1,0,7502.4,1099.1,1825.1,,,,,144.5,138.6,,,,,,,1.067,1.007,,,51.6,50.2
C08,Absolute Quantification,ABS,S01_3,Ch1Unknown,1,Multi,78,ddPCR Supermix for Probes (no dUTP),1560,,,82.1,74,1409,20548,1278,131,76,20472,70.5,21957,,,,,,,,1.04,,,1.12,0.96,51,,,52.9,49.2,1,1,0,9903,3610.3,4014.1,,,,,80.1,75.9,,,,,,,1.082,1.002,,,52,50.1
C08,Absolute Quantification,ABS,S01_3,Ch2Unknown,2,Multi,74.9,ddPCR Supermix for Probes (no dUTP),1498,,,78.9,70.9,1354,20603,1278,131,76,20472,70.5,21957,,,,,,,,1.04,,,1.12,0.96,51,,,52.9,49.2,1,1,0,7694.3,1136.8,1541.2,,,,,76.9,72.8,,,,,,,1.082,1.002,,,52,50.1
D08,Absolute Quantification,ABS,S01_4,Ch1Unknown,1,Multi,39.4,ddPCR Supermix for Probes (no dUTP),788,,,42.4,36.4,673,19769,615,58,37,19732,35.9,20442,,,,,,,,1.03,,,1.14,0.92,50.8,,,53.5,48.1,1,1,0,10055,3672,3882.2,,,,,40.9,37.9,,,,,,,1.09,0.98,,,52.2,49.4
D08,Absolute Quantification,ABS,S01_4,Ch2Unknown,2,Multi,38.1,ddPCR Supermix for Probes (no dUTP),762,,,41.1,35.2,652,19790,615,58,37,19732,35.9,20442,,,,,,,,1.03,,,1.14,0.92,50.8,,,53.5,48.1,1,1,0,7808.1,1163.9,1375.9,,,,,39.6,36.6,,,,,,,1.09,0.98,,,52.2,49.4
E08,Absolute Quantification,ABS,S02_1,Ch1Unknown,1,Multi,310,ddPCR Supermix for Probes (no dUTP),6200,,,319,301,4634,15351,4272,362,1906,13445,279,19985,,,,,,,,0.713,,,0.741,0.686,41.6,,,42.6,40.7,1,1,0,9824.6,3582.3,5029.7,,,,,314.9,305.8,,,,,,,0.727,0.699,,,42.11,41.16
E08,Absolute Quantification,ABS,S02_1,Ch2Unknown,2,Multi,435,ddPCR Supermix for Probes (no dUTP),8700,,,446,424,6178,13807,4272,362,1906,13445,279,19985,,,,,,,,0.713,,,0.741,0.686,41.6,,,42.6,40.7,1,1,0,7523.8,1140.8,3114,,,,,441,430,,,,,,,0.727,0.699,,,42.11,41.16
F08,Absolute Quantification,ABS,S02_2,Ch1Unknown,1,Multi,160,ddPCR Supermix for Probes (no dUTP),3200,,,166,154,2671,18364,2468,203,1236,17128,146,21035,,,,,,,,0.701,,,0.736,0.666,41.2,,,42.4,40,1,1,0,10154,3722,4538.8,,,,,162.9,156.7,,,,,,,0.719,0.683,,,41.8,40.6
F08,Absolute Quantification,ABS,S02_2,Ch2Unknown,2,Multi,228,ddPCR Supermix for Probes (no dUTP),4560,,,235,221,3704,17331,2468,203,1236,17128,146,21035,,,,,,,,0.701,,,0.736,0.666,41.2,,,42.4,40,1,1,0,7851.9,1178.9,2353.9,,,,,231.6,224.1,,,,,,,0.719,0.683,,,41.8,40.6
G08,Absolute Quantification,ABS,S02_3,Ch1Unknown,1,Multi,80.8,ddPCR Supermix for Probes (no dUTP),1616,,,85.2,76.4,1293,18189,1157,136,670,17519,71.7,19482,,,,,,,,0.697,,,0.747,0.648,41.1,,,42.8,39.4,1,1,0,10304,3800,4231.7,,,,,83,78.5,,,,,,,0.723,0.672,,,42,40.2
G08,Absolute Quantification,ABS,S02_3,Ch2Unknown,2,Multi,116,ddPCR Supermix for Probes (no dUTP),2320,,,121,111,1827,17655,1157,136,670,17519,71.7,19482,,,,,,,,0.697,,,0.747,0.648,41.1,,,42.8,39.4,1,1,0,7949.9,1205.9,1838.3,,,,,118.6,113.1,,,,,,,0.723,0.672,,,42,40.2
H08,Absolute Quantification,ABS,S02_4,Ch1Unknown,1,Multi,43.8,ddPCR Supermix for Probes (no dUTP),876,,,46.9,40.7,772,20368,709,63,353,20015,40.1,21140,,,,,,,,0.72,,,0.79,0.65,41.9,,,44.2,39.7,1,1,0,10390,3824.7,4064.5,,,,,45.3,42.2,,,,,,,0.756,0.688,,,43.1,40.8
H08,Absolute Quantification,ABS,S02_4,Ch2Unknown,2,Multi,60.6,ddPCR Supermix for Probes (no dUTP),1212,,,64.3,57,1062,20078,709,63,353,20015,40.1,21140,,,,,,,,0.72,,,0.79,0.65,41.9,,,44.2,39.7,1,1,0,8082.2,1226.9,1571.3,,,,,62.5,58.8,,,,,,,0.756,0.688,,,43.1,40.8
A09,Absolute Quantification,ABS,S03_1,Ch1Unknown,1,Multi,207,ddPCR Supermix for Probes (no dUTP),4140,,,214,200,3387,17574,3162,225,3638,13936,189,20961,,,,,,,,0.449,,,0.468,0.431,31,,,31.9,30.1,1,1,0,9943.4,3625.2,4646.1,,,,,210.9,203.8,,,,,,,0.459,0.44,,,31.46,30.55
A09,Absolute Quantification,ABS,S03_1,Ch2Unknown,2,Multi,461,ddPCR Supermix for Probes (no dUTP),9220,,,472,450,6800,14161,3162,225,3638,13936,189,20961,,,,,,,,0.449,,,0.468,0.431,31,,,31.9,30.1,1,1,0,7599.8,1135.7,3232.7,,,,,467,456,,,,,,,0.459,0.44,,,31.46,30.55
B09,Absolute Quantification,ABS,S03_2,Ch1Unknown,1,Multi,109,ddPCR Supermix for Probes (no dUTP),2180,,,114,104,1717,17730,1592,125,2055,15675,99.4,19447,,,,,,,,0.445,,,0.471,0.42,30.8,,,32,29.6,1,1,0,10104,3694.2,4260.2,,,,,111.4,106.1,,,,,,,0.458,0.432,,,31.4,30.2
B09,Absolute Quantification,ABS,S03_2,Ch2Unknown,2,Multi,244,ddPCR Supermix for Probes (no dUTP),4880,,,252,236,3647,15800,1592,125,2055,15675,99.4,19447,,,,,,,,0.445,,,0.471,0.42,30.8,,,32,29.6,1,1,0,7801,1162.4,2407.4,,,,,248.4,240.3,,,,,,,0.458,0.432,,,31.4,30.2
C09,Absolute Quantification,ABS,S03_3,Ch1Unknown,1,Multi,52.5,ddPCR Supermix for Probes (no dUTP),1050,,,56,49,869,19031,800,69,1186,17845,48,19900,,,,,,,,0.425,,,0.459,0.391,29.8,,,31.5,28.1,1,1,0,10205,3741.7,4023.9,,,,,54.3,50.7,,,,,,,0.442,0.407,,,30.7,29
C09,Absolute Quantification,ABS,S03_3,Ch2Unknown,2,Multi,124,ddPCR Supermix for Probes (no dUTP),2480,,,129,118,1986,17914,800,69,1186,17845,48,19900,,,,,,,,0.425,,,0.459,0.391,29.8,,,31.5,28.1,1,1,0,7885.3,1177.8,1847.2,,,,,126.5,120.9,,,,,,,0.442,0.407,,,30.7,29
D09,Absolute Quantification,ABS,S03_4,Ch1Unknown,1,Multi,25.2,ddPCR Supermix for Probes (no dUTP),504,,,27.6,22.9,446,20583,402,44,598,19985,22.6,21029,,,,,,,,0.44,,,0.489,0.391,30.6,,,32.9,28.2,1,1,0,10276,3768.5,3906.5,,,,,26.4,24,,,,,,,0.465,0.415,,,31.8,29.3
D09,Absolute Quantification,ABS,S03_4,Ch2Unknown,2,Multi,57.3,ddPCR Supermix for Probes (no dUTP),1146,,,60.9,53.8,1000,20029,402,44,598,19985,22.6,21029,,,,,,,,0.44,,,0.489,0.391,30.6,,,32.9,28.2,1,1,0,7916.2,1192.6,1512.3,,,,,59.1,55.5,,,,,,,0.465,0.415,,,31.8,29.3
E09,Absolute Quantification,ABS,S04_1,Ch1Unknown,1,Multi,113.3,ddPCR Supermix for Probes (no dUTP),2266,,,118.2,108.3,1992,19713,1872,120,5877,13836,103,21705,,,,,,,,0.218,,,0.229,0.207,17.9,,,18.6,17.2,1,1,0,10023,3694.1,4275,,,,,115.8,110.7,,,,,,,0.223,0.212,,,18.27,17.53
E09,Absolute Quantification,ABS,S04_1,Ch2Unknown,2,Multi,520,ddPCR Supermix for Probes (no dUTP),10400,,,531,508,7749,13956,1872,120,5877,13836,103,21705,,,,,,,,0.218,,,0.229,0.207,17.9,,,18.6,17.2,1,1,0,7655.7,1159.6,3478.8,,,,,526,514,,,,,,,0.223,0.212,,,18.27,17.53
F09,Absolute Quantification,ABS,S04_2,Ch1Unknown,1,Multi,56.5,ddPCR Supermix for Probes (no dUTP),1130,,,60,53,1012,20562,932,80,3418,17144,51,21574,,,,,,,,0.213,,,0.228,0.199,17.6,,,18.6,16.6,1,1,0,10341,3806.9,4113.4,,,,,58.3,54.7,,,,,,,0.221,0.206,,,18.1,17.1
F09,Absolute Quantification,ABS,S04_2,Ch2Unknown,2,Multi,265,ddPCR Supermix for Probes (no dUTP),5300,,,273,257,4350,17224,932,80,3418,17144,51,21574,,,,,,,,0.213,,,0.228,0.199,17.6,,,18.6,16.6,1,1,0,7981.3,1210.1,2575.4,,,,,269,260.9,,,,,,,0.221,0.206,,,18.1,17.1
G09,Absolute Quantification,ABS,S04_3,Ch1Unknown,1,Multi,29.5,ddPCR Supermix for Probes (no dUTP),590,,,32.1,26.9,500,19690,456,44,1728,17962,26.6,20190,,,,,,,,0.219,,,0.24,0.198,18,,,19.4,16.5,1,1,0,10323,3815,3976.2,,,,,30.8,28.2,,,,,,,0.23,0.208,,,18.7,17.2
G09,Absolute Quantification,ABS,S04_3,Ch2Unknown,2,Multi,135,ddPCR Supermix for Probes (no dUTP),2700,,,140,129,2184,18006,456,44,1728,17962,26.6,20190,,,,,,,,0.219,,,0.24,0.198,18,,,19.4,16.5,1,1,0,8020.1,1220.5,1956,,,,,137.6,131.8,,,,,,,0.23,0.208,,,18.7,17.2
H09,Absolute Quantification,ABS,S04_4,Ch1Unknown,1,Multi,15.3,ddPCR Supermix for Probes (no dUTP),306,,,17.2,13.5,253,19275,224,29,907,18368,13.5,19528,,,,,,,,0.219,,,0.248,0.189,17.9,,,19.9,15.9,1,1,0,10435,3836.3,3921.8,,,,,16.3,14.4,,,,,,,0.234,0.203,,,19,16.9
H09,Absolute Quantification,ABS,S04_4,Ch2Unknown,2,Multi,70.2,ddPCR Supermix for Probes (no dUTP),1404,,,74.3,66.1,1131,18397,224,29,907,18368,13.5,19528,,,,,,,,0.219,,,0.248,0.189,17.9,,,19.9,15.9,1,1,0,8030.4,1219,1613.5,,,,,72.3,68.1,,,,,,,0.234,0.203,,,19,16.9
A10,Absolute Quantification,ABS,S05_1,Ch1Unknown,1,Multi,56.9,ddPCR Supermix for Probes (no dUTP),1138,,,60.3,53.5,1078,21770,1014,64,7266,14504,51.7,22848,,,,,,,,0.107,,,0.114,0.101,9.7,,,10.3,9.1,1,1,0,9851,3648.1,3940.7,,,,,58.6,55.1,,,,,,,0.1109,0.1039,,,9.98,9.41
A10,Absolute Quantification,ABS,S05_1,Ch2Unknown,2,Multi,529,ddPCR Supermix for Probes (no dUTP),10580,,,541,518,8280,14568,1014,64,7266,14504,51.7,22848,,,,,,,,0.107,,,0.114,0.101,9.7,,,10.3,9.1,1,1,0,7518.8,1142,3452.9,,,,,535,524,,,,,,,0.1109,0.1039,,,9.98,9.41
B10,Absolute Quantification,ABS,S05_2,Ch1Unknown,1,Multi,30.2,ddPCR Supermix for Probes (no dUTP),604,,,32.7,27.7,560,21528,504,56,4133,17395,26.4,22088,,,,,,,,0.109,,,0.119,0.099,9.8,,,10.6,9,1,1,0,10183,3761.6,3924.4,,,,,31.5,28.9,,,,,,,0.1139,0.1041,,,10.22,9.43
B10,Absolute Quantification,ABS,S05_2,Ch2Unknown,2,Multi,277,ddPCR Supermix for Probes (no dUTP),5540,,,285,269,4637,17451,504,56,4133,17395,26.4,22088,,,,,,,,0.109,,,0.119,0.099,9.8,,,10.6,9,1,1,0,7873.2,1194.1,2596.2,,,,,281.3,273.1,,,,,,,0.1139,0.1041,,,10.22,9.43
C10,Absolute Quantification,ABS,S05_3,Ch1Unknown,1,Multi,15.4,ddPCR Supermix for Probes (no dUTP),308,,,17.2,13.6,283,21439,256,27,2216,19223,13.8,21722,,,,,,,,0.109,,,0.122,0.095,9.8,,,10.9,8.7,1,1,0,10283,3800.2,3884.7,,,,,16.3,14.5,,,,,,,0.115,0.102,,,10.3,9.2
C10,Absolute Quantification,ABS,S05_3,Ch2Unknown,2,Multi,142,ddPCR Supermix for Probes (no dUTP),2840,,,148,137,2472,19250,256,27,2216,19223,13.8,21722,,,,,,,,0.109,,,0.122,0.095,9.8,,,10.9,8.7,1,1,0,7946.4,1210.5,1977.1,,,,,145,139.3,,,,,,,0.115,0.102,,,10.3,9.2
D10,Absolute Quantification,ABS,S05_4,Ch1Unknown,1,Multi,6.6,ddPCR Supermix for Probes (no dUTP),132,,,7.8,5.4,118,20860,108,10,1110,19750,6.04,20978,,,,,,,,0.094,,,0.112,0.076,8.6,,,10.1,7.1,1,1,0,10314,3815.4,3852,,,,,7.2,6,,,,,,,0.103,0.085,,,9.4,7.9
D10,Absolute Quantification,ABS,S05_4,Ch2Unknown,2,Multi,70.4,ddPCR Supermix for Probes (no dUTP),1408,,,74.3,66.4,1218,19760,108,10,1110,19750,6.04,20978,,,,,,,,0.094,,,0.112,0.076,8.6,,,10.1,7.1,1,1,0,7918.3,1213.1,1602.4,,,,,72.4,68.4,,,,,,,0.103,0.085,,,9.4,7.9
E10,Absolute Quantification,ABS,S06_1,Ch1Unknown,1,Multi,31.2,ddPCR Supermix for Probes (no dUTP),624,,,33.7,28.6,576,21458,547,29,7555,13903,28.7,22034,,,,,,,,0.0578,,,0.0627,0.0529,5.46,,,5.9,5.03,1,1,0,9821.1,3646.8,3808.2,,,,,32.5,29.9,,,,,,,0.0603,0.0553,,,5.69,5.24
E10,Absolute Quantification,ABS,S06_1,Ch2Unknown,2,Multi,539,ddPCR Supermix for Probes (no dUTP),10780,,,551,528,8102,13932,547,29,7555,13903,28.7,22034,,,,,,,,0.0578,,,0.0627,0.0529,5.46,,,5.9,5.03,1,1,0,7477.5,1134.2,3466.7,,,,,545,533,,,,,,,0.0603,0.0553,,,5.69,5.24
F10,Absolute Quantification,ABS,S06_2,Ch1Unknown,1,Multi,17.4,ddPCR Supermix for Probes (no dUTP),348,,,19.4,15.5,303,20296,278,25,4164,16132,15.6,20599,,,,,,,,0.061,,,0.068,0.054,5.8,,,6.4,5.1,1,1,0,10340,3805.6,3901.7,,,,,18.4,16.4,,,,,,,0.0646,0.0574,,,6.07,5.43
F10,Absolute Quantification,ABS,S06_2,Ch2Unknown,2,Multi,286,ddPCR Supermix for Probes (no dUTP),5720,,,294,277,4442,16157,278,25,4164,16132,15.6,20599,,,,,,,,0.061,,,0.068,0.054,5.8,,,6.4,5.1,1,1,0,7908.4,1198.5,2645.4,,,,,290.1,281.5,,,,,,,0.0646,0.0574,,,6.07,5.43
G10,Absolute Quantification,ABS,S06_3,Ch1Unknown,1,Multi,7.7,ddPCR Supermix for Probes (no dUTP),154,,,9,6.4,139,21136,128,11,2318,18818,7.02,21275,,,,,,,,0.054,,,0.063,0.044,5.1,,,5.9,4.3,1,1,0,10296,3825.7,3868,,,,,8.4,7.1,,,,,,,0.0583,0.049,,,5.52,4.67
G10,Absolute Quantification,ABS,S06_3,Ch2Unknown,2,Multi,144,ddPCR Supermix for Probes (no dUTP),2880,,,149,138,2446,18829,128,11,2318,18818,7.02,21275,,,,,,,,0.054,,,0.063,0.044,5.1,,,5.9,4.3,1,1,0,7948,1216.4,1990.3,,,,,146.6,140.8,,,,,,,0.0583,0.049,,,5.52,4.67
H10,Absolute Quantification,ABS,S06_4,Ch1Unknown,1,Multi,3.7,ddPCR Supermix for Probes (no dUTP),74,,,4.7,2.9,68,21399,61,7,1192,20207,3.33,21467,,,,,,,,0.053,,,0.066,0.04,5,,,6.2,3.8,1,1,0,10382,3874.2,3894.8,,,,,4.2,3.3,,,,,,,0.059,0.046,,,5.6,4.4
H10,Absolute Quantification,ABS,S06_4,Ch2Unknown,2,Multi,70.8,ddPCR Supermix for Probes (no dUTP),1416,,,74.7,66.8,1253,20214,61,7,1192,20207,3.33,21467,,,,,,,,0.053,,,0.066,0.04,5,,,6.2,3.8,1,1,0,8094.3,1251.5,1650.9,,,,,72.8,68.8,,,,,,,0.059,0.046,,,5.6,4.4
A11,Absolute Quantification,ABS,S07_1,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21199,0,0,7815,13384,0,21199,,,,,,,,,,,,,,,,,,1,1,0,0,3628.3,3628.3,,,,,0.076,0,,,,,,,,,,,,
A11,Absolute Quantification,ABS,S07_1,Ch2Unknown,2,Multi,541,ddPCR Supermix for Probes (no dUTP),10820,,,553,529,7815,13384,0,0,7815,13384,0,21199,,,,,,,,,,,,,,,,,,1,1,0,7386.7,1134.2,3439.2,,,,,547,535,,,,,,,,,,,,
B11,Absolute Quantification,ABS,S07_2,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21618,0,0,4414,17204,0,21618,,,,,,,,,,,,,,,,,,1,1,0,0,3718,3718,,,,,0.075,0,,,,,,,,,,,,
B11,Absolute Quantification,ABS,S07_2,Ch2Unknown,2,Multi,269,ddPCR Supermix for Probes (no dUTP),5380,,,277,261,4414,17204,0,0,4414,17204,0,21618,,,,,,,,,,,,,,,,,,1,1,0,7662.2,1177.5,2501.5,,,,,272.7,264.6,,,,,,,,,,,,
C11,Absolute Quantification,ABS,S07_3,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21804,0,0,2586,19218,0,21804,,,,,,,,,,,,,,,,,,1,1,0,0,3786.6,3786.6,,,,,0.074,0,,,,,,,,,,,,
C11,Absolute Quantification,ABS,S07_3,Ch2Unknown,2,Multi,149,ddPCR Supermix for Probes (no dUTP),2980,,,154,143,2586,19218,0,0,2586,19218,0,21804,,,,,,,,,,,,,,,,,,1,1,0,7799.3,1210.6,1992,,,,,151.5,145.6,,,,,,,,,,,,
D11,Absolute Quantification,ABS,S07_4,Ch1Unknown,1,Multi,0.05,ddPCR Supermix for Probes (no dUTP),1,,,0.26,0,1,21663,0,1,1350,20313,0,21664,,,,,,,,0.0007,,,0.0024,0,0.07,,,0.24,0,1,1,0,9546.9,3823.6,3823.9,,,,,0.14,0.01,,,,,,,0.0015,0,,,0.15,0
D11,Absolute Quantification,ABS,S07_4,Ch2Unknown,2,Multi,75.7,ddPCR Supermix for Probes (no dUTP),1514,,,79.7,71.7,1350,20314,0,1,1350,20313,0,21664,,,,,,,,0.0007,,,0.0024,0,0.07,,,0.24,0,1,1,0,7868.4,1228.4,1642.2,,,,,77.8,73.6,,,,,,,0.0015,0,,,0.15,0
