,WELL,SAMPLE,CONCENTRATION,TARGET,POSITIVES,NEGATIVES,CH1+CH2+,CH1+CH2-,CH1-CH2+,CH1-CH2-,ACCEPTEDDROPLETS,ESTIMATED_PERCENTAGE,SAME_EST_WITHIN_SAMPLE
110,E03,S5_03,2910,1,16338,1504,4593,52,11745,1452,17842,10.62,TRUE
111,E04,S5_04,237,2,3102,13891,3027,75,10672,3219,16993,10.73,TRUE
112,E04,S5_04,1930,1,13699,3294,3027,75,10672,3219,16993,10.73,TRUE
113,E05,S5_05,117,2,1629,15646,1562,67,8093,7553,17275,10.9,TRUE
114,E05,S5_05,963,1,9655,7620,1562,67,8093,7553,17275,10.9,TRUE
115,E06,S5_06,61.7,2,955,17745,885,70,5451,12294,18700,11.15,TRUE
116,E06,S5_06,487,1,6336,12364,885,70,5451,12294,18700,11.15,TRUE
117,E07,S5_07,28.1,2,389,16068,359,30,2681,13387,16457,10.49,TRUE
118,E07,S5_07,240,1,3040,13417,359,30,2681,13387,16457,10.49,TRUE
119,E08,S5_08,13.8,2,217,18341,196,21,1627,16714,18558,10.03,TRUE
120,E08,S5_08,122,1,1823,16735,196,21,1627,16714,18558,10.03,TRUE
121,E09,S5_09,8.2,2,115,16445,107,8,746,15699,16560,12.08,TRUE
122,E09,S5_09,62.2,1,853,15707,107,8,746,15699,16560,12.08,TRUE
123,E10,S5_10,4.5,2,68,17616,61,7,394,17222,17684,13,TRUE
124,E10,S5_10,30.7,1,455,17229,61,7,394,17222,17684,13,TRUE
125,E11,S5_11,2.9,2,48,19592,45,3,237,19355,19640,15.66,TRUE
126,E11,S5_11,17,1,282,19358,45,3,237,19355,19640,15.66,TRUE
127,E12,S5_12,0.81,2,13,18824,10,3,104,18720,18837,8.23,TRUE
128,E12,S5_12,7.1,1,114,18723,10,3,104,18720,18837,8.23,TRUE
129,F01,S6_01,313,2,4392,14390,4370,22,14018,372,18782,5.33,TRUE
130,F01,S6_01,4550,1,18388,394,4370,22,14018,372,18782,5.33,TRUE
131,F02,S6_02,243,2,3413,14863,3382,31,14173,690,18276,4.97,TRUE
132,F02,S6_02,3800,1,17555,721,3382,31,14173,690,18276,4.97,TRUE
133,F03,S6_03,200,2,2975,16077,2941,34,14480,1597,19052,6,TRUE
134,F03,S6_03,2890,1,17421,1631,2941,34,14480,1597,19052,6,TRUE
135,F04,S6_04,126,2,1728,15224,1692,36,11854,3370,16952,6,TRUE
136,F04,S6_04,1888,1,13546,3406,1692,36,11854,3370,16952,6,TRUE
137,F05,S6_05,61.6,2,954,17760,911,43,9678,8082,18714,5.6,TRUE
138,F05,S6_05,982,1,10589,8125,911,43,9678,8082,18714,5.6,TRUE
139,F06,S6_06,30.4,2,461,17599,427,34,5739,11860,18060,5.46,TRUE
140,F06,S6_06,491,1,6166,11894,427,34,5739,11860,18060,5.46,TRUE
141,F07,S6_07,15.9,2,242,17822,225,17,3219,14603,18064,5.79,TRUE
142,F07,S6_07,249,1,3444,14620,225,17,3219,14603,18064,5.79,TRUE
143,F08,S6_08,7.4,2,118,18667,112,6,1745,16922,18785,5.65,TRUE
144,F08,S6_08,122,1,1857,16928,112,6,1745,16922,18785,5.65,TRUE
145,F09,S6_09,4.7,2,70,17431,60,10,799,16632,17501,6.66,TRUE
146,F09,S6_09,59.2,1,859,16642,60,10,799,16632,17501,6.66,TRUE
147,F10,S6_10,2.3,2,34,17339,29,5,439,16900,17373,5.92,TRUE
148,F10,S6_10,32.1,1,468,16905,29,5,439,16900,17373,5.92,TRUE
149,F11,S6_11,1.7,2,27,19054,23,4,240,18814,19081,8.24,TRUE
150,F11,S6_11,16.3,1,263,18818,23,4,240,18814,19081,8.24,TRUE
151,F12,S6_12,0.52,2,8,18089,7,1,107,17982,18097,5.77,TRUE
152,F12,S6_12,7.4,1,114,17983,7,1,107,17982,18097,5.77,TRUE
153,G01,S7_01,0,2,0,19784,0,0,19408,376,19784,NA,NA
154,G01,S7_01,4660,1,19408,376,0,0,19408,376,19784,NA,NA
155,G02,S7_02,0,2,0,17684,0,0,16947,737,17684,NA,NA
156,G02,S7_02,3740,1,16947,737,0,0,16947,737,17684,NA,NA
157,G03,S7_03,0.06,2,1,20228,1,0,18465,1763,20229,NA,NA
158,G03,S7_03,2870,1,18466,1763,1,0,18465,1763,20229,NA,NA
159,G04,S7_04,0.07,2,1,16785,1,0,13580,3205,16786,NA,NA
160,G04,S7_04,1948,1,13581,3205,1,0,13580,3205,16786,NA,NA
161,G05,S7_05,0.07,2,1,16810,1,0,9412,7398,16811,NA,NA
162,G05,S7_05,966,1,9413,7398,1,0,9412,7398,16811,NA,NA
163,G06,S7_06,0.13,2,2,17727,0,2,5930,11797,17729,-0.01,TRUE
164,G06,S7_06,479,1,5930,11799,0,2,5930,11797,17729,-0.01,TRUE
165,G07,S7_07,0.06,2,1,18170,0,1,3402,14768,18171,0,TRUE
166,G07,S7_07,244,1,3402,14769,0,1,3402,14768,18171,0,TRUE
167,G08,S7_08,0,2,0,16264,0,0,1556,14708,16264,NA,NA
168,G08,S7_08,118,1,1556,14708,0,0,1556,14708,16264,NA,NA
169,G09,S7_09,0,2,0,19550,0,0,948,18602,19550,NA,NA
170,G09,S7_09,58.5,1,948,18602,0,0,948,18602,19550,NA,NA
171,G10,S7_10,0,2,0,20326,0,0,522,19804,20326,NA,NA
172,G10,S7_10,30.6,1,522,19804,0,0,522,19804,20326,NA,NA
173,G11,S7_11,0,2,0,18071,0,0,222,17849,18071,NA,NA
174,G11,S7_11,14.5,1,222,17849,0,0,222,17849,18071,NA,NA
175,G12,S7_12,0.06,2,1,19179,0,1,122,19057,19180,-0.32,TRUE
176,G12,S7_12,7.5,1,122,19058,0,1,122,19057,19180,-0.32,TRUE
