Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B01,Absolute Quantification,ABS,PC_2,Ch1Positive Control,1,Multi,235,ddPCR Supermix for Probes (no dUTP),4700,,,242,227,3622,16418,3360,262,1616,14802,214,20040,,,,,,,,,,,,,,,,,,1,1,0,11221,4045.6,5342.4,,,,,238.4,230.6,,,,,,,,,,,,
B01,Absolute Quantification,ABS,PC_2,Ch2Positive Control,2,Multi,336,ddPCR Supermix for Probes (no dUTP),6720,,,345,326,4976,15064,3360,262,1616,14802,214,20040,,,,,,,,,,,,,,,,,,1,1,0,8667.5,1541.8,3311.1,,,,,340.6,331,,,,,,,,,,,,
C01,Absolute Quantification,ABS,PC_3,Ch1Positive Control,1,Multi,122,ddPCR Supermix for Probes (no dUTP),2440,,,127,116,1989,18243,1816,173,860,17383,110,20232,,,,,,,,,,,,,,,,,,1,1,0,11427,4174.2,4887.2,,,,,124.5,119,,,,,,,,,,,,
C01,Absolute Quantification,ABS,PC_3,Ch2Positive Control,2,Multi,167,ddPCR Supermix for Probes (no dUTP),3340,,,173,161,2676,17556,1816,173,860,17383,110,20232,,,,,,,,,,,,,,,,,,1,1,0,8884,1604.7,2567.5,,,,,170.1,163.7,,,,,,,,,,,,
D01,Absolute Quantification,ABS,PC_4,Ch1Positive Control,1,Multi,59.6,ddPCR Supermix for Probes (no dUTP),1192,,,63.2,56,1043,20066,956,87,493,19573,54.4,21109,,,,,,,,,,,,,,,,,,1,1,0,11440,4228.2,4584.5,,,,,61.5,57.8,,,,,,,,,,,,
D01,Absolute Quantification,ABS,PC_4,Ch2Positive Control,2,Multi,83.7,ddPCR Supermix for Probes (no dUTP),1674,,,88,79.4,1449,19660,956,87,493,19573,54.4,21109,,,,,,,,,,,,,,,,,,1,1,0,8915.3,1645.7,2144.7,,,,,85.9,81.5,,,,,,,,,,,,
A02,Absolute Quantification,ABS,S01_1,Ch1Unknown,1,Multi,571,ddPCR Supermix for Probes (no dUTP),11420,,,584,558,7891,12636,7350,541,393,12243,520,20527,,,,,,,,1.025,,,1.057,0.992,50.6,,,51.4,49.8,1,1,0,10658,3788.7,6429.4,,,,,577,564,,,,,,,1.041,1.008,,,51.01,50.2
A02,Absolute Quantification,ABS,S01_1,Ch2Unknown,2,Multi,557,ddPCR Supermix for Probes (no dUTP),11140,,,570,545,7743,12784,7350,541,393,12243,520,20527,,,,,,,,1.025,,,1.057,0.992,50.6,,,51.4,49.8,1,1,0,8014.1,1458.9,3931.6,,,,,564,551,,,,,,,1.041,1.008,,,51.01,50.2
B02,Absolute Quantification,ABS,S01_2,Ch1Unknown,1,Multi,307,ddPCR Supermix for Probes (no dUTP),6140,,,315,298,4946,16610,4536,410,226,16384,278,21556,,,,,,,,1.044,,,1.086,1.002,51.1,,,52.1,50.1,1,1,0,10977,3932.7,5549,,,,,311,302.3,,,,,,,1.065,1.023,,,51.6,50.6
B02,Absolute Quantification,ABS,S01_2,Ch2Unknown,2,Multi,294,ddPCR Supermix for Probes (no dUTP),5880,,,302,285,4762,16794,4536,410,226,16384,278,21556,,,,,,,,1.044,,,1.086,1.002,51.1,,,52.1,50.1,1,1,0,8528.3,1514.2,3063.7,,,,,298,289.4,,,,,,,1.065,1.023,,,51.6,50.6
C02,Absolute Quantification,ABS,S01_3,Ch1Unknown,1,Multi,155,ddPCR Supermix for Probes (no dUTP),3100,,,161,149,2513,17849,2301,212,122,17727,141,20362,,,,,,,,1.04,,,1.1,0.98,51,,,52.4,49.6,1,1,0,11188,4075.1,4952.9,,,,,158.1,151.9,,,,,,,1.069,1.01,,,51.7,50.3
C02,Absolute Quantification,ABS,S01_3,Ch2Unknown,2,Multi,149,ddPCR Supermix for Probes (no dUTP),2980,,,155,143,2423,17939,2301,212,122,17727,141,20362,,,,,,,,1.04,,,1.1,0.98,51,,,52.4,49.6,1,1,0,8759.1,1577.1,2431.7,,,,,152.1,146,,,,,,,1.069,1.01,,,51.7,50.3
D02,Absolute Quantification,ABS,S01_4,Ch1Unknown,1,Multi,76.4,ddPCR Supermix for Probes (no dUTP),1528,,,80.6,72.2,1283,19121,1181,102,65,19056,70.1,20404,,,,,,,,1.03,,,1.11,0.95,50.8,,,52.7,48.8,1,1,0,11285,4165.6,4613.3,,,,,78.5,74.3,,,,,,,1.072,0.99,,,51.7,49.8
D02,Absolute Quantification,ABS,S01_4,Ch2Unknown,2,Multi,74.1,ddPCR Supermix for Probes (no dUTP),1482,,,78.3,70,1246,19158,1181,102,65,19056,70.1,20404,,,,,,,,1.03,,,1.11,0.95,50.8,,,52.7,48.8,1,1,0,8851.5,1615.5,2057.4,,,,,76.2,72,,,,,,,1.072,0.99,,,51.7,49.8
E02,Absolute Quantification,ABS,S02_1,Ch1Unknown,1,Multi,449,ddPCR Supermix for Probes (no dUTP),8980,,,460,438,6480,13933,6087,393,2493,11440,410,20413,,,,,,,,0.7,,,0.723,0.678,41.2,,,42,40.4,1,1,0,10782,4035.8,6177.4,,,,,455,444,,,,,,,0.712,0.689,,,41.59,40.79
E02,Absolute Quantification,ABS,S02_1,Ch2Unknown,2,Multi,642,ddPCR Supermix for Probes (no dUTP),12840,,,655,628,8580,11833,6087,393,2493,11440,410,20413,,,,,,,,0.7,,,0.723,0.678,41.2,,,42,40.4,1,1,0,8177.5,1585.5,4356.2,,,,,649,635,,,,,,,0.712,0.689,,,41.59,40.79
F02,Absolute Quantification,ABS,S02_2,Ch1Unknown,1,Multi,221,ddPCR Supermix for Probes (no dUTP),4420,,,229,213,3252,15743,3005,247,1448,14295,201,18995,,,,,,,,0.703,,,0.735,0.671,41.3,,,42.4,40.2,1,1,0,11443,4300.9,5523.6,,,,,224.8,217,,,,,,,0.719,0.687,,,41.8,40.7
F02,Absolute Quantification,ABS,S02_2,Ch2Unknown,2,Multi,314,ddPCR Supermix for Probes (no dUTP),6280,,,324,305,4453,14542,3005,247,1448,14295,201,18995,,,,,,,,0.703,,,0.735,0.671,41.3,,,42.4,40.2,1,1,0,8952.6,1695.6,3396.9,,,,,319,309.6,,,,,,,0.719,0.687,,,41.8,40.7
G02,Absolute Quantification,ABS,S02_3,Ch1Unknown,1,Multi,112,ddPCR Supermix for Probes (no dUTP),2240,,,117,107,1889,18984,1724,165,934,18050,101,20873,,,,,,,,0.696,,,0.738,0.655,41.1,,,42.5,39.6,1,1,0,11562,4380.3,5030.3,,,,,114.2,109,,,,,,,0.717,0.675,,,41.8,40.3
G02,Absolute Quantification,ABS,S02_3,Ch2Unknown,2,Multi,160,ddPCR Supermix for Probes (no dUTP),3200,,,166,154,2658,18215,1724,165,934,18050,101,20873,,,,,,,,0.696,,,0.738,0.655,41.1,,,42.5,39.6,1,1,0,9073.8,1734.7,2669.3,,,,,163.4,157.1,,,,,,,0.717,0.675,,,41.8,40.3
H02,Absolute Quantification,ABS,S02_4,Ch1Unknown,1,Multi,61.6,ddPCR Supermix for Probes (no dUTP),1232,,,65.6,57.7,942,17519,863,79,434,17085,56.2,18461,,,,,,,,0.72,,,0.78,0.66,41.8,,,43.9,39.8,1,1,0,11627,4471.2,4836.3,,,,,63.6,59.6,,,,,,,0.75,0.688,,,42.9,40.8
H02,Absolute Quantification,ABS,S02_4,Ch2Unknown,2,Multi,85.7,ddPCR Supermix for Probes (no dUTP),1714,,,90.4,81,1297,17164,863,79,434,17085,56.2,18461,,,,,,,,0.72,,,0.78,0.66,41.8,,,43.9,39.8,1,1,0,9172.7,1783.9,2303,,,,,88.1,83.3,,,,,,,0.75,0.688,,,42.9,40.8
A03,Absolute Quantification,ABS,S03_1,Ch1Unknown,1,Multi,288,ddPCR Supermix for Probes (no dUTP),5760,,,296,279,4639,16746,4378,261,4670,12076,263,21385,,,,,,,,0.445,,,0.46,0.429,30.8,,,31.5,30,1,1,0,10789,3880.5,5379.2,,,,,291.9,283.5,,,,,,,0.453,0.436,,,31.16,30.39
A03,Absolute Quantification,ABS,S03_1,Ch2Unknown,2,Multi,647,ddPCR Supermix for Probes (no dUTP),12940,,,661,634,9048,12337,4378,261,4670,12076,263,21385,,,,,,,,0.445,,,0.46,0.429,30.8,,,31.5,30,1,1,0,8111.7,1463.8,4276.5,,,,,654,640,,,,,,,0.453,0.436,,,31.16,30.39
B03,Absolute Quantification,ABS,S03_2,Ch1Unknown,1,Multi,152,ddPCR Supermix for Probes (no dUTP),3040,,,158,146,2521,18250,2355,166,2962,15288,140,20771,,,,,,,,0.438,,,0.458,0.417,30.4,,,31.4,29.4,1,1,0,11170,4041.7,4906.8,,,,,155.3,149.2,,,,,,,0.448,0.427,,,31,29.9
B03,Absolute Quantification,ABS,S03_2,Ch2Unknown,2,Multi,348,ddPCR Supermix for Probes (no dUTP),6960,,,357,339,5317,15454,2355,166,2962,15288,140,20771,,,,,,,,0.438,,,0.458,0.417,30.4,,,31.4,29.4,1,1,0,8605.6,1530.1,3341.3,,,,,352.7,343.1,,,,,,,0.448,0.427,,,31,29.9
C03,Absolute Quantification,ABS,S03_3,Ch1Unknown,1,Multi,77,ddPCR Supermix for Probes (no dUTP),1540,,,81.2,72.7,1254,18547,1159,95,1617,16930,70.4,19801,,,,,,,,0.433,,,0.462,0.404,30.2,,,31.6,28.8,1,1,0,11532,4229.5,4692,,,,,79.1,74.8,,,,,,,0.448,0.418,,,30.9,29.5
C03,Absolute Quantification,ABS,S03_3,Ch2Unknown,2,Multi,178,ddPCR Supermix for Probes (no dUTP),3560,,,184,171,2776,17025,1159,95,1617,16930,70.4,19801,,,,,,,,0.433,,,0.462,0.404,30.2,,,31.6,28.8,1,1,0,8916.7,1613.3,2637.2,,,,,181.1,174.3,,,,,,,0.448,0.418,,,30.9,29.5
D03,Absolute Quantification,ABS,S03_4,Ch1Unknown,1,Multi,42.8,ddPCR Supermix for Probes (no dUTP),856,,,46,39.6,696,18784,638,58,849,17935,39,19480,,,,,,,,0.458,,,0.499,0.417,31.4,,,33.4,29.5,1,1,0,11508,4265.1,4523.9,,,,,44.4,41.2,,,,,,,0.479,0.437,,,32.4,30.4
D03,Absolute Quantification,ABS,S03_4,Ch2Unknown,2,Multi,93.4,ddPCR Supermix for Probes (no dUTP),1868,,,98.2,88.7,1487,17993,638,58,849,17935,39,19480,,,,,,,,0.458,,,0.499,0.417,31.4,,,33.4,29.5,1,1,0,8929.7,1651.3,2206.9,,,,,95.8,91,,,,,,,0.479,0.437,,,32.4,30.4
E03,Absolute Quantification,ABS,S04_1,Ch1Unknown,1,Multi,162,ddPCR Supermix for Probes (no dUTP),3240,,,168,156,2791,18870,2661,130,7545,11325,149,21661,,,,,,,,0.217,,,0.226,0.207,17.8,,,18.4,17.2,1,1,0,10755,4066.4,4928.3,,,,,165.4,159.2,,,,,,,0.2212,0.2119,,,18.11,17.48
E03,Absolute Quantification,ABS,S04_1,Ch2Unknown,2,Multi,750,ddPCR Supermix for Probes (no dUTP),15000,,,764,735,10206,11455,2661,130,7545,11325,149,21661,,,,,,,,0.217,,,0.226,0.207,17.8,,,18.4,17.2,1,1,0,8125.5,1577.2,4662.6,,,,,757,742,,,,,,,0.2212,0.2119,,,18.11,17.48
F03,Absolute Quantification,ABS,S04_2,Ch1Unknown,1,Multi,85.1,ddPCR Supermix for Probes (no dUTP),1702,,,89.6,80.7,1394,18577,1313,81,4404,14173,78.4,19971,,,,,,,,0.215,,,0.227,0.202,17.7,,,18.5,16.8,1,1,0,11347,4290.6,4783.1,,,,,87.4,82.8,,,,,,,0.221,0.208,,,18.1,17.23
F03,Absolute Quantification,ABS,S04_2,Ch2Unknown,2,Multi,397,ddPCR Supermix for Probes (no dUTP),7940,,,407,386,5717,14254,1313,81,4404,14173,78.4,19971,,,,,,,,0.215,,,0.227,0.202,17.7,,,18.5,16.8,1,1,0,8816.3,1679.4,3722.4,,,,,402,391,,,,,,,0.221,0.208,,,18.1,17.23
G03,Absolute Quantification,ABS,S04_3,Ch1Unknown,1,Multi,41.5,ddPCR Supermix for Probes (no dUTP),830,,,44.5,38.4,708,19732,660,48,2478,17254,38.2,20440,,,,,,,,0.212,,,0.229,0.194,17.5,,,18.6,16.3,1,1,0,11440,4349.4,4595,,,,,43,39.9,,,,,,,0.22,0.203,,,18.1,16.9
G03,Absolute Quantification,ABS,S04_3,Ch2Unknown,2,Multi,196,ddPCR Supermix for Probes (no dUTP),3920,,,203,189,3138,17302,660,48,2478,17254,38.2,20440,,,,,,,,0.212,,,0.229,0.194,17.5,,,18.6,16.3,1,1,0,8922.3,1717.2,2823.3,,,,,199.6,192.6,,,,,,,0.22,0.203,,,18.1,16.9
H03,Absolute Quantification,ABS,S04_4,Ch1Unknown,1,Multi,21.1,ddPCR Supermix for Probes (no dUTP),422,,,23.3,19,367,20244,348,19,1314,18930,20,20611,,,,,,,,0.214,,,0.238,0.19,17.6,,,19.2,16,1,1,0,11792,4503.1,4632.9,,,,,22.2,20,,,,,,,0.226,0.201,,,18.4,16.8
H03,Absolute Quantification,ABS,S04_4,Ch2Unknown,2,Multi,98.9,ddPCR Supermix for Probes (no dUTP),1978,,,103.7,94.2,1662,18949,348,19,1314,18930,20,20611,,,,,,,,0.214,,,0.238,0.19,17.6,,,19.2,16,1,1,0,9152.5,1801,2393.8,,,,,101.3,96.5,,,,,,,0.226,0.201,,,18.4,16.8
A04,Absolute Quantification,ABS,S05_1,Ch1Unknown,1,Multi,73.6,ddPCR Supermix for Probes (no dUTP),1472,,,77.7,69.6,1256,19444,1186,70,7995,11449,66.5,20700,,,,,,,,0.107,,,0.113,0.1,9.6,,,10.2,9.1,1,1,0,10404,3776.5,4178.6,,,,,75.7,71.6,,,,,,,0.11,0.1036,,,9.91,9.39
A04,Absolute Quantification,ABS,S05_1,Ch2Unknown,2,Multi,690,ddPCR Supermix for Probes (no dUTP),13800,,,704,675,9181,11519,1186,70,7995,11449,66.5,20700,,,,,,,,0.107,,,0.113,0.1,9.6,,,10.2,9.1,1,1,0,7823.2,1407,4252.8,,,,,697,682,,,,,,,0.11,0.1036,,,9.91,9.39
B04,Absolute Quantification,ABS,S05_2,Ch1Unknown,1,Multi,42.3,ddPCR Supermix for Probes (no dUTP),846,,,45.4,39.2,731,19973,677,54,4968,15005,38.1,20704,,,,,,,,0.113,,,0.122,0.104,10.1,,,10.8,9.4,1,1,0,10897,3957.1,4202.2,,,,,43.9,40.7,,,,,,,0.1174,0.1085,,,10.5,9.79
B04,Absolute Quantification,ABS,S05_2,Ch2Unknown,2,Multi,375,ddPCR Supermix for Probes (no dUTP),7500,,,384,365,5645,15059,677,54,4968,15005,38.1,20704,,,,,,,,0.113,,,0.122,0.104,10.1,,,10.8,9.4,1,1,0,8370.3,1496.3,3370.6,,,,,380,370,,,,,,,0.1174,0.1085,,,10.5,9.79
C04,Absolute Quantification,ABS,S05_3,Ch1Unknown,1,Multi,18.8,ddPCR Supermix for Probes (no dUTP),376,,,20.9,16.7,308,19141,285,23,2653,16488,17.1,19449,,,,,,,,0.097,,,0.109,0.086,8.9,,,9.8,7.9,1,1,0,10958,4032.5,4142.2,,,,,19.9,17.7,,,,,,,0.103,0.092,,,9.37,8.4
C04,Absolute Quantification,ABS,S05_3,Ch2Unknown,2,Multi,193,ddPCR Supermix for Probes (no dUTP),3860,,,200,186,2938,16511,285,23,2653,16488,17.1,19449,,,,,,,,0.097,,,0.109,0.086,8.9,,,9.8,7.9,1,1,0,8440.4,1545.2,2586.8,,,,,196.2,189.1,,,,,,,0.103,0.092,,,9.37,8.4
D04,Absolute Quantification,ABS,S05_4,Ch1Unknown,1,Multi,11.3,ddPCR Supermix for Probes (no dUTP),226,,,12.9,9.8,206,21282,193,13,1663,19619,10.6,21488,,,,,,,,0.107,,,0.122,0.091,9.6,,,10.9,8.4,1,1,0,10788,4008.3,4073.3,,,,,12.1,10.5,,,,,,,0.114,0.099,,,10.3,9
D04,Absolute Quantification,ABS,S05_4,Ch2Unknown,2,Multi,106.3,ddPCR Supermix for Probes (no dUTP),2126,,,111.1,101.4,1856,19632,193,13,1663,19619,10.6,21488,,,,,,,,0.107,,,0.122,0.091,9.6,,,10.9,8.4,1,1,0,8332.5,1548.9,2134.8,,,,,108.7,103.8,,,,,,,0.114,0.099,,,10.3,9
E04,Absolute Quantification,ABS,S06_1,Ch1Unknown,1,Multi,43.2,ddPCR Supermix for Probes (no dUTP),864,,,46.4,40.1,728,19455,694,34,8934,10521,39.4,20183,,,,,,,,0.0567,,,0.0609,0.0524,5.36,,,5.75,4.98,1,1,0,10569,4024.1,4260.2,,,,,44.8,41.6,,,,,,,0.0589,0.0545,,,5.56,5.17
E04,Absolute Quantification,ABS,S06_1,Ch2Unknown,2,Multi,763,ddPCR Supermix for Probes (no dUTP),15260,,,778,747,9628,10555,694,34,8934,10521,39.4,20183,,,,,,,,0.0567,,,0.0609,0.0524,5.36,,,5.75,4.98,1,1,0,8018.8,1558.4,4640.2,,,,,771,755,,,,,,,0.0589,0.0545,,,5.56,5.17
F04,Absolute Quantification,ABS,S06_2,Ch1Unknown,1,Multi,20,ddPCR Supermix for Probes (no dUTP),400,,,22.2,17.8,327,19084,313,14,5222,13862,18.8,19411,,,,,,,,0.051,,,0.056,0.045,4.8,,,5.3,4.3,1,1,0,11253,4272,4389.6,,,,,21.1,18.9,,,,,,,0.0535,0.0477,,,5.08,4.56
F04,Absolute Quantification,ABS,S06_2,Ch2Unknown,2,Multi,395,ddPCR Supermix for Probes (no dUTP),7900,,,405,385,5535,13876,313,14,5222,13862,18.8,19411,,,,,,,,0.051,,,0.056,0.045,4.8,,,5.3,4.3,1,1,0,8698.1,1666.8,3671.7,,,,,400,390,,,,,,,0.0535,0.0477,,,5.08,4.56
G04,Absolute Quantification,ABS,S06_3,Ch1Unknown,1,Multi,11.6,ddPCR Supermix for Probes (no dUTP),232,,,13.2,10,199,20157,185,14,3030,17127,10.6,20356,,,,,,,,0.057,,,0.065,0.049,5.4,,,6.1,4.7,1,1,0,11292,4299.3,4367.7,,,,,12.4,10.7,,,,,,,0.0613,0.053,,,5.78,5.03
G04,Absolute Quantification,ABS,S06_3,Ch2Unknown,2,Multi,202,ddPCR Supermix for Probes (no dUTP),4040,,,209,195,3215,17141,185,14,3030,17127,10.6,20356,,,,,,,,0.057,,,0.065,0.049,5.4,,,6.1,4.7,1,1,0,8744.8,1694.1,2807.7,,,,,205.8,198.7,,,,,,,0.0613,0.053,,,5.78,5.03
H04,Absolute Quantification,ABS,S06_4,Ch1Unknown,1,Multi,7.1,ddPCR Supermix for Probes (no dUTP),142,,,8.4,5.9,126,20778,114,12,1798,18980,6.37,20904,,,,,,,,0.063,,,0.074,0.052,5.9,,,6.9,4.9,1,1,0,11620,4474.9,4518,,,,,7.7,6.5,,,,,,,0.069,0.057,,,6.4,5.4
H04,Absolute Quantification,ABS,S06_4,Ch2Unknown,2,Multi,113,ddPCR Supermix for Probes (no dUTP),2260,,,118,108,1912,18992,114,12,1798,18980,6.37,20904,,,,,,,,0.063,,,0.074,0.052,5.9,,,6.9,4.9,1,1,0,9000.6,1783.2,2443.3,,,,,115.4,110.3,,,,,,,0.069,0.057,,,6.4,5.4
A05,Absolute Quantification,ABS,S07_1,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20175,0,0,9548,10627,0,20175,,,,,,,,,,,,,,,,,,1,1,0,0,3914.6,3914.6,,,,,0.08,0,,,,,,,,,,,,
A05,Absolute Quantification,ABS,S07_1,Ch2Unknown,2,Multi,754,ddPCR Supermix for Probes (no dUTP),15080,,,770,739,9548,10627,0,0,9548,10627,0,20175,,,,,,,,,,,,,,,,,,1,1,0,8099.5,1447.7,4595.7,,,,,762,746,,,,,,,,,,,,
B05,Absolute Quantification,ABS,S07_2,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20479,0,0,5750,14729,0,20479,,,,,,,,,,,,,,,,,,1,1,0,0,4002.3,4002.3,,,,,0.079,0,,,,,,,,,,,,
B05,Absolute Quantification,ABS,S07_2,Ch2Unknown,2,Multi,388,ddPCR Supermix for Probes (no dUTP),7760,,,398,378,5750,14729,0,0,5750,14729,0,20479,,,,,,,,,,,,,,,,,,1,1,0,8453.8,1509.1,3459,,,,,393,383,,,,,,,,,,,,
C05,Absolute Quantification,ABS,S07_3,Ch1Unknown,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19179,0,0,3039,16140,0,19179,,,,,,,,,,,,,,,,,,1,1,0,0,4148.2,4148.2,,,,,0.084,0,,,,,,,,,,,,
C05,Absolute Quantification,ABS,S07_3,Ch2Unknown,2,Multi,203,ddPCR Supermix for Probes (no dUTP),4060,,,210,196,3039,16140,0,0,3039,16140,0,19179,,,,,,,,,,,,,,,,,,1,1,0,8652.5,1577,2698.1,,,,,206.7,199.3,,,,,,,,,,,,
D05,Absolute Quantification,ABS,S07_4,Ch1Unknown,1,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.28,0,1,19887,0,1,1700,18187,0,19888,,,,,,,,0.0006,,,0.0019,0,0.06,,,0.19,0,1,1,0,7841.6,4065.3,4065.5,,,,,0.15,0.02,,,,,,,0.0012,0,,,0.12,0
D05,Absolute Quantification,ABS,S07_4,Ch2Unknown,2,Multi,105.1,ddPCR Supermix for Probes (no dUTP),2102,,,110.1,100.1,1700,18188,0,1,1700,18187,0,19888,,,,,,,,0.0006,,,0.0019,0,0.06,,,0.19,0,1,1,0,8377.5,1562.7,2145.2,,,,,107.7,102.6,,,,,,,0.0012,0,,,0.12,0
E05,Absolute Quantification,ABS,S08_1,Ch1Unknown,1,Multi,613,ddPCR Supermix for Probes (no dUTP),12260,,,627,599,7778,11376,7233,545,367,11009,556,19154,,,,,,,,1.031,,,1.064,0.998,50.8,,,51.6,50,1,1,0,10782,4048.5,6782.9,,,,,620,606,,,,,,,1.048,1.014,,,51.16,50.35
E05,Absolute Quantification,ABS,S08_1,Ch2Unknown,2,Multi,595,ddPCR Supermix for Probes (no dUTP),11900,,,608,581,7600,11554,7233,545,367,11009,556,19154,,,,,,,,1.031,,,1.064,0.998,50.8,,,51.6,50,1,1,0,8184.8,1617.2,4223.1,,,,,602,588,,,,,,,1.048,1.014,,,51.16,50.35
F05,Absolute Quantification,ABS,S08_2,Ch1Unknown,1,Multi,313,ddPCR Supermix for Probes (no dUTP),6260,,,322,304,4668,15297,4293,375,227,15070,284,19965,,,,,,,,1.038,,,1.08,0.995,50.9,,,51.9,49.9,1,1,0,11376,4286.1,5943.9,,,,,317.9,308.7,,,,,,,1.059,1.016,,,51.4,50.4
