Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.29,0,1,19483,0,25,1,19458,0,19484,,,,,,,,,,,,,,,,,,1,1,0,10820,4574.2,4574.5,,,,,0.15,0.02,,,,,,,,,,,,
B08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.19,0,0,19041,0,20,0,19021,0,19041,,,,,,,,,,,,,,,,,,1,1,0,0,4603.6,4603.6,,,,,0.085,0,,,,,,,,,,,,
C01,Absolute Quantification,ABS,3_1,Ch2Unknown,2,Multi,1018,ddPCR Supermix for Probes (no dUTP),20360,,,1037,999,11636,8456,8392,1798,3244,6658,551,20092,,,,,,,,0.818,,,0.84,0.795,45,,,45.7,44.3,1,1,0,10444,4694.3,8024.4,,,,,1028,1008,,,,,,,0.829,0.806,,,45.33,44.64
C02,Absolute Quantification,ABS,3_2,Ch2Unknown,2,Multi,491,ddPCR Supermix for Probes (no dUTP),9820,,,502,480,7340,14173,4668,1604,2672,12569,264,21513,,,,,,,,0.826,,,0.854,0.798,45.2,,,46.1,44.4,1,1,0,10335,4508,6496.1,,,,,497,485,,,,,,,0.84,0.812,,,45.66,44.8
C03,Absolute Quantification,ABS,3_3,Ch2Unknown,2,Multi,254,ddPCR Supermix for Probes (no dUTP),5080,,,262,247,4019,16645,2322,1014,1697,15631,133,20664,,,,,,,,0.814,,,0.851,0.777,44.9,,,46,43.7,1,1,0,10590,4537.5,5714.7,,,,,258.5,250.4,,,,,,,0.833,0.795,,,45.5,44.3
C04,Absolute Quantification,ABS,3_4,Ch2Unknown,2,Multi,129,ddPCR Supermix for Probes (no dUTP),2580,,,135,124,2050,17669,1209,531,841,17138,72.8,19719,,,,,,,,0.84,,,0.9,0.79,45.7,,,47.3,44.1,1,1,0,10504,4440.2,5070.6,,,,,132,126.3,,,,,,,0.869,0.814,,,46.5,44.9
C05,Absolute Quantification,ABS,3_5,Ch2Unknown,2,Multi,60.9,ddPCR Supermix for Probes (no dUTP),1218,,,64.8,57,951,17899,515,268,436,17631,32.2,18850,,,,,,,,0.82,,,0.9,0.74,45,,,47.4,42.7,1,1,0,10613,4456.7,4767.3,,,,,62.9,58.9,,,,,,,0.859,0.78,,,46.2,43.8
C06,Absolute Quantification,ABS,3_6,Ch2Unknown,2,Multi,29,ddPCR Supermix for Probes (no dUTP),580,,,31.5,26.5,529,21191,282,162,247,21029,15.3,21720,,,,,,,,0.84,,,0.94,0.73,45.6,,,48.7,42.5,1,1,0,10429,4372.8,4520.3,,,,,30.3,27.7,,,,,,,0.89,0.78,,,47.2,44
C07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21013,0,33,0,20980,0,21013,,,,,,,,,,,,,,,,,,1,1,0,0,4579,4579,,,,,0.077,0,,,,,,,,,,,,
C08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.27,0,1,20442,0,22,1,20420,0,20443,,,,,,,,,,,,,,,,,,1,1,0,10677,4583.4,4583.7,,,,,0.14,0.02,,,,,,,,,,,,
D01,Absolute Quantification,ABS,4_1,Ch2Unknown,2,Multi,1036,ddPCR Supermix for Probes (no dUTP),20720,,,1056,1017,11791,8345,8189,2096,3602,6249,501,20136,,,,,,,,0.812,,,0.834,0.79,44.8,,,45.5,44.1,1,1,0,10590,4768.7,8177.3,,,,,1046,1026,,,,,,,0.823,0.8,,,45.14,44.46
D02,Absolute Quantification,ABS,4_2,Ch2Unknown,2,Multi,518,ddPCR Supermix for Probes (no dUTP),10360,,,530,506,7503,13575,4525,1748,2978,11827,253,21078,,,,,,,,0.803,,,0.83,0.776,44.5,,,45.4,43.7,1,1,0,10513,4587.6,6696.8,,,,,524,512,,,,,,,0.817,0.789,,,44.96,44.11
D03,Absolute Quantification,ABS,4_3,Ch2Unknown,2,Multi,260,ddPCR Supermix for Probes (no dUTP),5200,,,268,252,4181,16912,2305,1197,1876,15715,127,21093,,,,,,,,0.822,,,0.859,0.785,45.1,,,46.2,44,1,1,0,10652,4567.4,5773.4,,,,,263.9,255.9,,,,,,,0.841,0.803,,,45.7,44.5
D04,Absolute Quantification,ABS,4_4,Ch2Unknown,2,Multi,130,ddPCR Supermix for Probes (no dUTP),2600,,,135,124,2150,18435,1162,680,988,17755,66.1,20585,,,,,,,,0.85,,,0.9,0.8,45.9,,,47.5,44.4,1,1,0,10663,4520.4,5162,,,,,132.6,127,,,,,,,0.877,0.823,,,46.7,45.2
D05,Absolute Quantification,ABS,4_5,Ch2Unknown,2,Multi,60.6,ddPCR Supermix for Probes (no dUTP),1212,,,64.5,56.8,968,18301,463,319,505,17982,28.1,19269,,,,,,,,0.8,,,0.88,0.73,44.6,,,46.9,42.2,1,1,0,10489,4437.1,4741.1,,,,,62.6,58.7,,,,,,,0.842,0.765,,,45.7,43.4
D06,Absolute Quantification,ABS,4_6,Ch2Unknown,2,Multi,29.5,ddPCR Supermix for Probes (no dUTP),590,,,32.1,26.8,471,18580,207,180,264,18400,12.7,19051,,,,,,,,0.82,,,0.93,0.71,45,,,48.4,41.7,1,1,0,10474,4402.4,4552.5,,,,,30.8,28.1,,,,,,,0.88,0.76,,,46.7,43.4
D07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20341,0,29,0,20312,0,20341,,,,,,,,,,,,,,,,,,1,1,0,0,4641.8,4641.8,,,,,0.079,0,,,,,,,,,,,,
D08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20569,0,25,0,20544,0,20569,,,,,,,,,,,,,,,,,,1,1,0,0,4514.2,4514.2,,,,,0.078,0,,,,,,,,,,,,
E01,Absolute Quantification,ABS,5_1,Ch2Unknown,2,Multi,1022,ddPCR Supermix for Probes (no dUTP),20440,,,1041,1003,11852,8565,7561,2711,4291,5854,375,20417,,,,,,,,0.805,,,0.827,0.783,44.6,,,45.3,43.9,1,1,0,10700,4862.1,8250.8,,,,,1032,1012,,,,,,,0.816,0.794,,,44.94,44.26
E02,Absolute Quantification,ABS,5_2,Ch2Unknown,2,Multi,496,ddPCR Supermix for Probes (no dUTP),9920,,,508,484,6509,12408,3404,2056,3105,10352,188,18917,,,,,,,,0.808,,,0.837,0.778,44.7,,,45.6,43.8,1,1,0,10653,4659.1,6721.6,,,,,502,490,,,,,,,0.822,0.793,,,45.13,44.22
E03,Absolute Quantification,ABS,5_3,Ch2Unknown,2,Multi,249,ddPCR Supermix for Probes (no dUTP),4980,,,257,241,4043,17159,1848,1504,2195,15655,94.5,21202,,,,,,,,0.813,,,0.851,0.776,44.9,,,46,43.7,1,1,0,10669,4584.5,5744.8,,,,,252.8,245,,,,,,,0.832,0.794,,,45.4,44.3
E04,Absolute Quantification,ABS,5_4,Ch2Unknown,2,Multi,125,ddPCR Supermix for Probes (no dUTP),2500,,,130,120,2107,18783,881,836,1226,17947,47.3,20890,,,,,,,,0.81,,,0.86,0.76,44.7,,,46.2,43.1,1,1,0,10661,4525.4,5144.2,,,,,127.8,122.4,,,,,,,0.833,0.78,,,45.5,43.8
E05,Absolute Quantification,ABS,5_5,Ch2Unknown,2,Multi,61,ddPCR Supermix for Probes (no dUTP),1220,,,64.7,57.3,1032,19392,403,501,629,18891,22.5,20424,,,,,,,,0.87,,,0.95,0.8,46.6,,,48.8,44.4,1,1,0,10640,4498.5,4808.9,,,,,62.9,59.1,,,,,,,0.913,0.833,,,47.7,45.5
E06,Absolute Quantification,ABS,5_6,Ch2Unknown,2,Multi,30.4,ddPCR Supermix for Probes (no dUTP),608,,,33.1,27.8,512,19531,181,242,331,19289,10.4,20043,,,,,,,,0.82,,,0.93,0.72,45.2,,,48.4,42,1,1,0,10425,4396.5,4550.5,,,,,31.8,29.1,,,,,,,0.88,0.77,,,46.8,43.6
E07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.29,0,1,19425,0,31,1,19394,0,19426,,,,,,,,,,,,,,,,,,1,1,0,10804,4578.2,4578.5,,,,,0.15,0.02,,,,,,,,,,,,
E08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20555,0,31,0,20524,0,20555,,,,,,,,,,,,,,,,,,1,1,0,0,4563.4,4563.4,,,,,0.078,0,,,,,,,,,,,,
F01,Absolute Quantification,ABS,6_1,Ch2Unknown,2,Multi,1015,ddPCR Supermix for Probes (no dUTP),20300,,,1035,996,11472,8370,6535,3131,4937,5239,234,19842,,,,,,,,0.774,,,0.795,0.752,43.6,,,44.3,42.9,1,1,0,10695,4888.9,8246,,,,,1025,1006,,,,,,,0.785,0.763,,,43.97,43.27
F02,Absolute Quantification,ABS,6_2,Ch2Unknown,2,Multi,507,ddPCR Supermix for Probes (no dUTP),10140,,,519,496,7096,13161,3007,2718,4089,10443,119,20257,,,,,,,,0.77,,,0.797,0.743,43.5,,,44.4,42.6,1,1,0,10664,4692.5,6784.4,,,,,513,501,,,,,,,0.784,0.756,,,43.95,43.07
F03,Absolute Quantification,ABS,6_3,Ch2Unknown,2,Multi,260,ddPCR Supermix for Probes (no dUTP),5200,,,268,252,4089,16548,1407,1789,2682,14759,63.4,20637,,,,,,,,0.762,,,0.797,0.727,43.2,,,44.4,42.1,1,1,0,10652,4599,5798.4,,,,,263.9,255.7,,,,,,,0.78,0.744,,,43.8,42.7
F04,Absolute Quantification,ABS,6_4,Ch2Unknown,2,Multi,125,ddPCR Supermix for Probes (no dUTP),2500,,,130,119,2092,18732,592,1133,1500,17599,28.3,20824,,,,,,,,0.82,,,0.87,0.76,45,,,46.5,43.4,1,1,0,10699,4566.9,5183,,,,,127.3,121.8,,,,,,,0.843,0.79,,,45.8,44.2
F05,Absolute Quantification,ABS,6_5,Ch2Unknown,2,Multi,68.1,ddPCR Supermix for Probes (no dUTP),1362,,,72.1,64.1,1104,18529,305,532,799,17997,17,19633,,,,,,,,0.75,,,0.82,0.69,42.9,,,45.1,40.7,1,1,0,10709,4551.8,4898,,,,,70.1,66,,,,,,,0.787,0.718,,,44.1,41.8
F06,Absolute Quantification,ABS,6_6,Ch2Unknown,2,Multi,31.8,ddPCR Supermix for Probes (no dUTP),636,,,34.5,29,516,18857,142,261,374,18596,8.33,19373,,,,,,,,0.78,,,0.88,0.68,43.8,,,47,40.6,1,1,0,10536,4471.8,4633.3,,,,,33.2,30.4,,,,,,,0.83,0.73,,,45.4,42.1
F07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.27,0,1,21001,0,20,1,20981,0,21002,,,,,,,,,,,,,,,,,,1,1,0,10380,4614.1,4614.4,,,,,0.14,0.02,,,,,,,,,,,,
F08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.27,0,1,20838,0,25,1,20813,0,20839,,,,,,,,,,,,,,,,,,1,1,0,10672,4593.8,4594.1,,,,,0.14,0.02,,,,,,,,,,,,
G01,Absolute Quantification,ABS,NTC,Ch2NTC,2,Multi,0.05,ddPCR Supermix for Probes (no dUTP),1,,,0.26,0,1,21934,0,28,1,21906,0,21935,,,,,,,,,,,,,,,,,,1,1,0,10691,4556.6,4556.9,,,,,0.13,0.01,,,,,,,,,,,,
H01,Absolute Quantification,ABS,NTC,Ch2NTC,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21701,0,28,0,21673,0,21701,,,,,,,,,,,,,,,,,,1,1,0,0,4455,4455,,,,,0.074,0,,,,,,,,,,,,
