,WELL,SAMPLE,CONCENTRATION,TARGET,POSITIVES,NEGATIVES,CH1+CH2+,CH1+CH2-,CH1-CH2+,CH1-CH2-,ACCEPTEDDROPLETS,ESTIMATED_PERCENTAGE,SAME_EST_WITHIN_SAMPLE
37,D01,4_1,841,1,10285,9851,8189,2096,3602,6249,20136,36.38,TRUE
38,D01,4_1,1036,2,11791,8345,8189,2096,3602,6249,20136,36.38,TRUE
39,D02,4_2,416,1,6273,14805,4525,1748,2978,11827,21078,37.28,TRUE
40,D02,4_2,518,2,7503,13575,4525,1748,2978,11827,21078,37.28,TRUE
41,D03,4_3,214,1,3502,17591,2305,1197,1876,15715,21093,36.74,TRUE
42,D03,4_3,260,2,4181,16912,2305,1197,1876,15715,21093,36.74,TRUE
43,D04,4_4,110,1,1842,18743,1162,680,988,17755,20585,37.97,TRUE
44,D04,4_4,130,2,2150,18435,1162,680,988,17755,20585,37.97,TRUE
45,D05,4_5,48.7,1,782,18487,463,319,505,17982,19269,34.45,TRUE
46,D05,4_5,60.6,2,968,18301,463,319,505,17982,19269,34.45,TRUE
47,D06,4_6,24.1,1,387,18664,207,180,264,18400,19051,30.99,TRUE
48,D06,4_6,29.5,2,471,18580,207,180,264,18400,19051,30.99,TRUE
49,E01,5_1,823,1,10272,10145,7561,2711,4291,5854,20417,25.52,TRUE
50,E01,5_1,1022,2,11852,8565,7561,2711,4291,5854,20417,25.52,TRUE
51,E02,5_2,401,1,5460,13457,3404,2056,3105,10352,18917,26.44,TRUE
52,E02,5_2,496,2,6509,12408,3404,2056,3105,10352,18917,26.44,TRUE
53,E03,5_3,202,1,3352,17850,1848,1504,2195,15655,21202,26.49,TRUE
54,E03,5_3,249,2,4043,17159,1848,1504,2195,15655,21202,26.49,TRUE
55,E04,5_4,100.9,1,1717,19173,881,836,1226,17947,20890,26.5,TRUE
56,E04,5_4,125,2,2107,18783,881,836,1226,17947,20890,26.5,TRUE
57,E05,5_5,53.3,1,904,19520,403,501,629,18891,20424,24.45,TRUE
58,E05,5_5,61,2,1032,19392,403,501,629,18891,20424,24.45,TRUE
59,E06,5_6,25.1,1,423,19620,181,242,331,19289,20043,23.06,TRUE
60,E06,5_6,30.4,2,512,19531,181,242,331,19289,20043,23.06,TRUE
61,F01,6_1,786,1,9666,10176,6535,3131,4937,5239,19842,14.96,TRUE
62,F01,6_1,1015,2,11472,8370,6535,3131,4937,5239,19842,14.96,TRUE
63,F02,6_2,391,1,5725,14532,3007,2718,4089,10443,20257,15.22,TRUE
64,F02,6_2,507,2,7096,13161,3007,2718,4089,10443,20257,15.22,TRUE
65,F03,6_3,198,1,3196,17441,1407,1789,2682,14759,20637,16.06,TRUE
66,F03,6_3,260,2,4089,16548,1407,1789,2682,14759,20637,16.06,TRUE
67,F04,6_4,101.7,1,1725,19099,592,1133,1500,17599,20824,14.29,TRUE
68,F04,6_4,125,2,2092,18732,592,1133,1500,17599,20824,14.29,TRUE
69,F05,6_5,51.3,1,837,18796,305,532,799,17997,19633,16.59,TRUE
70,F05,6_5,68.1,2,1104,18529,305,532,799,17997,19633,16.59,TRUE
71,F06,6_6,24.7,1,403,18970,142,261,374,18596,19373,17.31,TRUE
72,F06,6_6,31.8,2,516,18857,142,261,374,18596,19373,17.31,TRUE
73,A07,NC,1.2,1,18,18260,0,18,0,18260,18278,NA,FALSE
74,A08,NC,1.7,1,27,19143,0,27,1,19142,19170,-0.08,FALSE
75,B07,NC,1.5,1,25,19459,0,25,1,19458,19484,-0.07,FALSE
76,B08,NC,1.2,1,20,19021,0,20,0,19021,19041,NA,FALSE
77,C07,NC,1.8,1,33,20980,0,33,0,20980,21013,NA,FALSE
78,C08,NC,1.3,1,22,20421,0,22,1,20420,20443,-0.06,FALSE
79,D07,NC,1.7,1,29,20312,0,29,0,20312,20341,NA,FALSE
80,D08,NC,1.4,1,25,20544,0,25,0,20544,20569,NA,FALSE
81,E07,NC,1.9,1,31,19395,0,31,1,19394,19426,-0.08,FALSE
82,E08,NC,1.8,1,31,20524,0,31,0,20524,20555,NA,FALSE
83,F07,NC,1.12,1,20,20982,0,20,1,20981,21002,-0.05,FALSE
84,F08,NC,1.4,1,25,20814,0,25,1,20813,20839,-0.06,FALSE
85,A07,NC,0,2,0,18278,0,18,0,18260,18278,NA,FALSE
86,A08,NC,0.06,2,1,19169,0,27,1,19142,19170,-0.08,FALSE
87,B07,NC,0.06,2,1,19483,0,25,1,19458,19484,-0.07,FALSE
88,B08,NC,0,2,0,19041,0,20,0,19021,19041,NA,FALSE
89,C07,NC,0,2,0,21013,0,33,0,20980,21013,NA,FALSE
90,C08,NC,0.06,2,1,20442,0,22,1,20420,20443,-0.06,FALSE
91,D07,NC,0,2,0,20341,0,29,0,20312,20341,NA,FALSE
92,D08,NC,0,2,0,20569,0,25,0,20544,20569,NA,FALSE
93,E07,NC,0.06,2,1,19425,0,31,1,19394,19426,-0.08,FALSE
94,E08,NC,0,2,0,20555,0,31,0,20524,20555,NA,FALSE
95,F07,NC,0.06,2,1,21001,0,20,1,20981,21002,-0.05,FALSE
96,F08,NC,0.06,2,1,20838,0,25,1,20813,20839,-0.06,FALSE
97,G01,NTC,1.5,1,28,21907,0,28,1,21906,21935,-0.07,FALSE
98,H01,NTC,1.5,1,28,21673,0,28,0,21673,21701,NA,FALSE
99,G01,NTC,0.05,2,1,21934,0,28,1,21906,21935,-0.07,FALSE
100,H01,NTC,0,2,0,21701,0,28,0,21673,21701,NA,FALSE
