Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
F04,Absolute Quantification,ABS,6_4,Ch1Unknown,1,Multi,97.4,ddPCR Supermix for Probes (no dUTP),1948,,,102.2,92.6,1589,18408,622,967,1335,17073,32.6,19997,,,,,,,,0.8,,,0.86,0.75,44.6,,,46.2,42.9,1,1,0,12005,1818.1,2627.6,,,,,99.9,95,,,,,,,0.831,0.777,,,45.4,43.7
F05,Absolute Quantification,ABS,6_5,Ch1Unknown,1,Multi,46.7,ddPCR Supermix for Probes (no dUTP),934,,,50.1,43.4,746,18408,268,478,638,17770,15.5,19154,,,,,,,,0.82,,,0.9,0.74,45.1,,,47.4,42.7,1,1,0,11886,1807.3,2199.9,,,,,48.4,45,,,,,,,0.86,0.779,,,46.3,43.8
F06,Absolute Quantification,ABS,6_6,Ch1Unknown,1,Multi,22.6,ddPCR Supermix for Probes (no dUTP),452,,,24.8,20.3,381,19686,145,236,391,19295,8.25,20067,,,,,,,,0.71,,,0.8,0.62,41.5,,,44.6,38.3,1,1,0,11983,1833.7,2026.4,,,,,23.7,21.4,,,,,,,0.755,0.661,,,43.1,39.8
F07,Absolute Quantification,ABS,NC,Ch1Negative Control,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20832,0,0,0,20832,0,20832,,,,,,,,,,,,,,,,,,1,1,0,0,1800.6,1800.6,,,,,0.077,0,,,,,,,,,,,,
F08,Absolute Quantification,ABS,NC,Ch1Negative Control,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19394,0,0,0,19394,0,19394,,,,,,,,,,,,,,,,,,1,1,0,0,1796,1796,,,,,0.083,0,,,,,,,,,,,,
G01,Absolute Quantification,ABS,NTC,Ch1NTC,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22105,0,0,0,22105,0,22105,,,,,,,,,,,,,,,,,,1,1,0,0,1721.7,1721.7,,,,,0.073,0,,,,,,,,,,,,
H01,Absolute Quantification,ABS,NTC,Ch1NTC,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21213,0,0,0,21213,0,21213,,,,,,,,,,,,,,,,,,1,1,0,0,1681.9,1681.9,,,,,0.076,0,,,,,,,,,,,,
A01,Absolute Quantification,ABS,1_1,Ch2Unknown,2,Multi,957,ddPCR Supermix for Probes (no dUTP),19140,,,975,939,11010,8770,8438,1194,2572,7576,613,19780,,,,,,,,0.821,,,0.844,0.798,45.1,,,45.8,44.4,1,1,0,10297,4299.1,7637.4,,,,,966,948,,,,,,,0.832,0.809,,,45.43,44.72
A02,Absolute Quantification,ABS,1_2,Ch2Unknown,2,Multi,474,ddPCR Supermix for Probes (no dUTP),9480,,,485,462,6607,13327,4794,858,1813,12469,314,19934,,,,,,,,0.828,,,0.858,0.799,45.3,,,46.2,44.4,1,1,0,10223,4181.8,6183.9,,,,,480,468,,,,,,,0.843,0.813,,,45.75,44.85
A03,Absolute Quantification,ABS,1_3,Ch2Unknown,2,Multi,239,ddPCR Supermix for Probes (no dUTP),4780,,,247,231,3592,15937,2530,569,1062,15368,161,19529,,,,,,,,0.85,,,0.891,0.809,45.9,,,47.1,44.8,1,1,0,10508,4232.1,5386.4,,,,,243.1,235.1,,,,,,,0.871,0.829,,,46.6,45.3
A04,Absolute Quantification,ABS,1_4,Ch2Unknown,2,Multi,118,ddPCR Supermix for Probes (no dUTP),2360,,,123,113,1880,17825,1221,295,659,17530,74.5,19705,,,,,,,,0.8,,,0.85,0.74,44.4,,,46.1,42.7,1,1,0,10579,4214.4,4821.6,,,,,120.7,115.2,,,,,,,0.826,0.771,,,45.2,43.5
A05,Absolute Quantification,ABS,1_5,Ch2Unknown,2,Multi,60.7,ddPCR Supermix for Probes (no dUTP),1214,,,64.5,57,999,18860,679,190,320,18670,40.7,19859,,,,,,,,0.87,,,0.95,0.79,46.4,,,48.7,44.2,1,1,0,10618,4202.5,4525.2,,,,,62.6,58.8,,,,,,,0.907,0.827,,,47.6,45.3
A06,Absolute Quantification,ABS,1_6,Ch2Unknown,2,Multi,29,ddPCR Supermix for Probes (no dUTP),580,,,31.7,26.3,447,17897,291,96,156,17801,18.8,18344,,,,,,,,0.86,,,0.98,0.75,46.4,,,49.7,43,1,1,0,10632,4196.2,4353,,,,,30.4,27.7,,,,,,,0.92,0.8,,,48.1,44.6
A07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19716,0,0,0,19716,0,19716,,,,,,,,,,,,,,,,,,1,1,0,0,4262.1,4262.1,,,,,0.082,0,,,,,,,,,,,,
A08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.19,0,0,18329,0,0,0,18329,0,18329,,,,,,,,,,,,,,,,,,1,1,0,0,4258.9,4258.9,,,,,0.088,0,,,,,,,,,,,,
B01,Absolute Quantification,ABS,2_1,Ch2Unknown,2,Multi,982,ddPCR Supermix for Probes (no dUTP),19640,,,1001,963,11035,8465,7996,1632,3039,6833,549,19500,,,,,,,,0.816,,,0.839,0.793,44.9,,,45.6,44.2,1,1,0,10325,4331.8,7723.5,,,,,991,972,,,,,,,0.827,0.804,,,45.28,44.57
B02,Absolute Quantification,ABS,2_2,Ch2Unknown,2,Multi,494,ddPCR Supermix for Probes (no dUTP),9880,,,505,483,7451,14279,4944,1375,2507,12904,285,21730,,,,,,,,0.818,,,0.846,0.791,45,,,45.8,44.2,1,1,0,10281,4208,6290.5,,,,,500,488,,,,,,,0.832,0.804,,,45.43,44.58
B03,Absolute Quantification,ABS,2_3,Ch2Unknown,2,Multi,247,ddPCR Supermix for Probes (no dUTP),4940,,,255,239,3775,16161,2394,809,1381,15352,146,19936,,,,,,,,0.834,,,0.874,0.795,45.5,,,46.7,44.3,1,1,0,10555,4258.2,5450.5,,,,,251,243,,,,,,,0.854,0.814,,,46.1,44.9
B04,Absolute Quantification,ABS,2_4,Ch2Unknown,2,Multi,127,ddPCR Supermix for Probes (no dUTP),2540,,,132,121,1970,17347,1197,461,773,16886,73.9,19317,,,,,,,,0.83,,,0.89,0.78,45.5,,,47.1,43.9,1,1,0,10536,4212.1,4857,,,,,129.4,123.7,,,,,,,0.862,0.806,,,46.3,44.7
B05,Absolute Quantification,ABS,2_5,Ch2Unknown,2,Multi,60,ddPCR Supermix for Probes (no dUTP),1200,,,63.7,56.4,1042,19902,602,241,440,19661,34,20944,,,,,,,,0.81,,,0.88,0.73,44.6,,,46.8,42.4,1,1,0,10529,4195.5,4510.6,,,,,61.9,58.2,,,,,,,0.842,0.768,,,45.7,43.5
B06,Absolute Quantification,ABS,2_6,Ch2Unknown,2,Multi,31,ddPCR Supermix for Probes (no dUTP),620,,,33.7,28.3,492,18424,284,110,208,18314,17.7,18916,,,,,,,,0.8,,,0.9,0.69,44.4,,,47.7,41.1,1,1,0,10552,4188.6,4354.1,,,,,32.4,29.6,,,,,,,0.85,0.74,,,46.1,42.7
B07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19542,0,0,0,19542,0,19542,,,,,,,,,,,,,,,,,,1,1,0,0,4253.3,4253.3,,,,,0.082,0,,,,,,,,,,,,
B08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,20048,0,0,0,20048,0,20048,,,,,,,,,,,,,,,,,,1,1,0,0,4253.5,4253.5,,,,,0.08,0,,,,,,,,,,,,
C01,Absolute Quantification,ABS,3_1,Ch2Unknown,2,Multi,972,ddPCR Supermix for Probes (no dUTP),19440,,,990,953,10924,8510,7823,1719,3101,6791,529,19434,,,,,,,,0.818,,,0.841,0.795,45,,,45.7,44.3,1,1,0,10387,4345,7741.4,,,,,981,962,,,,,,,0.829,0.806,,,45.34,44.63
C02,Absolute Quantification,ABS,3_2,Ch2Unknown,2,Multi,494,ddPCR Supermix for Probes (no dUTP),9880,,,505,482,7099,13613,4614,1488,2485,12125,274,20712,,,,,,,,0.832,,,0.86,0.803,45.4,,,46.3,44.5,1,1,0,10358,4240.4,6337.2,,,,,500,488,,,,,,,0.846,0.817,,,45.84,44.97
C03,Absolute Quantification,ABS,3_3,Ch2Unknown,2,Multi,250,ddPCR Supermix for Probes (no dUTP),5000,,,258,242,4042,17089,2397,873,1645,16216,136,21131,,,,,,,,0.792,,,0.828,0.755,44.2,,,45.3,43.1,1,1,0,10512,4238.9,5438.8,,,,,253.7,245.8,,,,,,,0.811,0.773,,,44.8,43.6
C04,Absolute Quantification,ABS,3_4,Ch2Unknown,2,Multi,124,ddPCR Supermix for Probes (no dUTP),2480,,,130,119,2037,18265,1190,465,847,17800,69.7,20302,,,,,,,,0.8,,,0.86,0.75,44.6,,,46.2,43,1,1,0,10519,4194.4,4829,,,,,127.2,121.6,,,,,,,0.831,0.778,,,45.4,43.8
C05,Absolute Quantification,ABS,3_5,Ch2Unknown,2,Multi,59.2,ddPCR Supermix for Probes (no dUTP),1184,,,62.9,55.6,999,19348,554,279,445,19069,32.1,20347,,,,,,,,0.83,,,0.91,0.75,45.4,,,47.6,43.1,1,1,0,10469,4167.6,4477,,,,,61.1,57.4,,,,,,,0.869,0.791,,,46.5,44.2
C06,Absolute Quantification,ABS,3_6,Ch2Unknown,2,Multi,28.7,ddPCR Supermix for Probes (no dUTP),574,,,31.2,26.1,482,19530,270,140,212,19390,15.9,20012,,,,,,,,0.85,,,0.96,0.74,45.9,,,49.2,42.6,1,1,0,10503,4162.1,4314.8,,,,,30,27.4,,,,,,,0.91,0.79,,,47.6,44.3
C07,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.19,0,0,18468,0,1,0,18467,0,18468,,,,,,,,,,,,,,,,,,1,1,0,0,4148.4,4148.4,,,,,0.087,0,,,,,,,,,,,,
C08,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20262,0,0,0,20262,0,20262,,,,,,,,,,,,,,,,,,1,1,0,0,4206.4,4206.4,,,,,0.079,0,,,,,,,,,,,,
D01,Absolute Quantification,ABS,4_1,Ch2Unknown,2,Multi,990,ddPCR Supermix for Probes (no dUTP),19800,,,1009,971,11400,8638,7836,2077,3564,6561,480,20038,,,,,,,,0.811,,,0.834,0.789,44.8,,,45.5,44.1,1,1,0,10523,4421.4,7892.6,,,,,1000,980,,,,,,,0.823,0.8,,,45.14,44.44
D02,Absolute Quantification,ABS,4_2,Ch2Unknown,2,Multi,492,ddPCR Supermix for Probes (no dUTP),9840,,,504,480,6830,13163,4094,1635,2736,11528,241,19993,,,,,,,,0.808,,,0.836,0.779,44.7,,,45.6,43.8,1,1,0,10484,4290.2,6406.2,,,,,498,486,,,,,,,0.822,0.793,,,45.13,44.24
